인허가등록번호,등록일자,공연장명칭,공연장소재지(지번),전화번호,객석수,상태구분,영업상태,폐업일자,휴업시작일자,휴업종료일자
23000-2019-000001,20190117,SKON(스콘) 1관,서울특별시 종로구 혜화동  179번지 4호  ,02-742-6767,440,1,영업중,,,
23000-2019-000002,20190211,해바라기 소극장,서울특별시 종로구 동숭동  50번지 42호  ,1600-1716,61,1,영업중,,,
23000-2019-000003,20190222,낙산씨어터,서울특별시 종로구 혜화동  201번지  ,,92,1,영업중,,,
23000-2019-000004,20190620,졸탄극장,서울특별시 종로구 이화동  36번지 2호  ,02-1661-3134,179,1,영업중,,,
23000-2019-000005,20190813,고스트씨어터,서울특별시 종로구 동숭동  25번지 11호  ,02-3445-4407,200,1,영업중,,,
23000-2019-000006,20190823,SKON(스콘) 2관,서울특별시 종로구 혜화동  179번지 4호  ,02-742-6767,264,1,영업중,,,
23000-2019-000007,20191004,판시어터,서울특별시 종로구 관철동  33번지 1호  시네코아,02-2088-7008,388,1,영업중,,,
23000-2019-000008,20191007,판타스틱 전용관,서울특별시 종로구 혜화동  90번지 18호  석정홀딩스 빌딩,02-3143-5959,375,1,영업중,,,
23000-2020-000001,20200102,국립어린이과학관 과학극장,서울특별시 종로구 와룡동  2번지 70호  국립어린이과학관,02-3668-3307,103,1,영업중,,,
23000-2020-000002,20200128,씨어터 쿰,서울특별시 종로구 명륜2가  8번지  어젤리아 명륜2,,111,1,영업중,,,
23000-2020-000003,20200214,한양레퍼토리씨어터,서울특별시 종로구 혜화동  185번지  중원빌딩,02-764-6460,191,1,영업중,,,
23000-2020-000004,20200310,대학로 연극 M씨어터,서울특별시 종로구 동숭동  1번지 92호  태원빌딩,02-742-7611,118,1,영업중,,,
23000-2020-000005,20200420,내유외강씨어터,서울특별시 종로구 동숭동  1번지 33호  ,,160,1,영업중,,,
23000-2020-000006,20200504,코델 아트홀,서울특별시 종로구 동숭동  50번지 24호  ,,120,1,영업중,,,
23000-1956-000001,19560421,(주)국도극장,서울특별시 중구 을지로4가  310번지 0호  ,,,3,폐업,20000106,,
23000-1956-000002,19560618,대한극장,서울특별시 중구 충무로4가  125번지  ,,,3,폐업,20000627,,
23000-1962-000001,19620709,스카라극장,서울특별시 중구 초동  41번지  ,,,1,영업중,,,
23000-1962-000002,19620412,남산예술센터드라마센터,서울특별시 중구 예장동  8번지 19호  ,778-0261,476,1,영업중,,,
23000-1967-000001,19670301,코리아극장1관,서울특별시 중구 명동2가  50번지 13호  ,,,1,영업중,,,
23000-1973-000001,19731017,국립중앙극장 해오름극장,서울특별시 중구 장충동2가  산 14번지 67호  ,2280-4051,1563,1,영업중,,,
23000-1973-000002,19731017,국립중앙극장 달오름극장,서울특별시 중구 장충동2가  산 14번지 67  호  ,,427,1,영업중,,,
23000-1973-000003,19731017,국립중앙극장 별오름극장,서울특별시 중구 장충동2가  산 14번지 67  호  ,,100,1,영업중,,,
23000-1975-000001,19750819,뉴남대문극장,서울특별시 중구 남대문로4가  3번지 3호  ,,,1,영업중,,,
23000-1975-000002,19750517,삼일로창고극장,서울특별시 중구 저동1가  20번지 6호  ,319-8020,100,3,폐업,20161209,,
23000-1980-000001,19801226,세실극장,서울특별시 중구 정동  3번지 7호  ,742-7601,190,1,영업중,,,
23000-1982-000001,19820719,음악춘추사,서울특별시 중구 신당동  346번지 463호  ,,,1,영업중,,,
23000-1985-000001,19850415,호암아트홀,서울특별시 중구 순화동  7번지  ,,,1,영업중,,,
23000-1985-000002,19850415,호암아트홀,서울특별시 중구 순화동  7번지  ,,,1,영업중,,,
23000-1986-000001,19860901,한국의집민속극장,서울특별시 중구 필동2가  80번지 2호  ,2266-7840,127,1,영업중,,,
23000-1989-000001,19890612,신영아트,서울특별시 중구 충무로2가  12번지 3호  ,,,1,영업중,,,
23000-1989-000002,19891203,준예술기획,서울특별시 중구 오장동  145번지 1호  ,,,1,영업중,,,
23000-1990-000001,19900119,씨네마풍전 제1관,서울특별시 중구 인현동2가  73번지 1호  (4층),,,1,영업중,,,
23000-1990-000002,19900123,신명숙무용단,서울특별시 중구 만리동2가  200번지 18호  ,,,1,영업중,,,
23000-1990-000003,19900228,안승천무용단,서울특별시 중구 인현동2가  73번지 1호  차이나타운,,,1,영업중,,,
23000-1990-000004,19900307,이벤트프로,서울특별시 중구 필동2가  54번지  복조빌딩-300,,,1,영업중,,,
23000-1990-000005,19900406,대한관광서울로얄호텔,서울특별시 중구 명동1가  6번지  로얄호텔,,,1,영업중,,,
23000-1990-000006,19900406,극단민성,서울특별시 중구 신당동  217번지 92호  ,,,1,영업중,,,
23000-1990-000007,19900416,예술마당,서울특별시 중구 을지로3가  291번지 30호  삼지빌딩-302,,,1,영업중,,,
23000-1990-000008,19900416,한국장애자예술봉사단,서울특별시 중구 신당동  250번지 31호  복천빌딩-303,,,1,영업중,,,
23000-1990-000009,19900425,한국보존견보존연합회,서울특별시 중구 명동2가  55번지 1호  ,,,1,영업중,,,
23000-1990-000010,19900503,사물놀이뿌리패,서울특별시 중구 오장동  148번지 15호  ,,,1,영업중,,,
23000-1990-000011,19900515,나눔시각장애자선교회,서울특별시 중구 남대문로5가  757번지  ,,,1,영업중,,,
23000-1990-000012,19900524,국단충우,서울특별시 중구 충무로3가  51번지 2호  해봉빌딩-503,,,1,영업중,,,
23000-1990-000013,19900530,지호연예기획,서울특별시 중구 오장동  145번지 1호  ,,,1,영업중,,,
23000-1990-000014,19900530,대성예술계획,서울특별시 중구 인현동1가  102번지 6호  ,,,1,영업중,,,
23000-1990-000015,19900607,동랑'춤',서울특별시 중구 예장동  8번지 19호  서울예전,,,1,영업중,,,
23000-1990-000016,19900607,뮤지컬 협회,서울특별시 중구 명동1가  1번지 7층 가톨릭회관,,,1,영업중,,,
23000-1990-000017,19900615,김용곤독창회,서울특별시 중구 신당동  370번지 46호  ,,,1,영업중,,,
23000-1990-000018,19900615,홍웅기 무용단,서울특별시 중구 신당동  393번지 24호  ,,,1,영업중,,,
23000-1990-000019,19900618,한국국제문화협회,서울특별시 중구 남대문로5가  526번지  대우재단B,,,1,영업중,,,
23000-1990-000020,19900704,극단신협,서울특별시 중구 오장동  90번지 1호  ,,,1,영업중,,,
23000-1990-000021,19900820,호국예술공연단중앙회,서울특별시 중구 흥인동  114번지  ,,,1,영업중,,,
23000-1990-000022,19900828,9월당기획,서울특별시 중구 필동3가  16번지 1호  ,,,1,영업중,,,
23000-1990-000023,19900908,뉴웨이브악단,서울특별시 중구 충무로2가  61번지 3호  ,,,1,영업중,,,
23000-1990-000024,19900914,이남진,서울특별시 중구 신당동  370번지 46호  청구빌딩-301,,,1,영업중,,,
23000-1990-000025,19900919,김플랜,서울특별시 중구 남산동1가  18번지 1호  ,,,1,영업중,,,
23000-1990-000026,19900927,에클레시아남성합창단,서울특별시 중구 주교동  287번지 1호  ,,,1,영업중,,,
23000-1990-000027,19900927,우리극단마당,서울특별시 중구 정동  3번지 7호  ,,,1,영업중,,,
23000-1990-000028,19900928,한국무용교육회,서울특별시 중구 묵정동  18번지  대학문화원-301,,,1,영업중,,,
23000-1990-000029,19901025,한국쇼팽협회,서울특별시 중구 신당동  346번지 464호  ,,,1,영업중,,,
23000-1990-000030,19901026,이금신월드컵가무단,서울특별시 중구 다동  52번지  ,,,1,영업중,,,
23000-1990-000031,19901026,최성봉유로피아가무단,서울특별시 중구 다동  170번지 1호  ,,,1,영업중,,,
23000-1990-000032,19901112,서울구락가무단,서울특별시 중구 충무로2가  60번지 3호  ,,,1,영업중,,,
23000-1990-000033,19901112,예음문화재단,서울특별시 중구 충정로1가  58번지 1호  ,,,1,영업중,,,
23000-1990-000034,19901112,월드비젼,서울특별시 중구 충무로3가  24번지 11호  ,,,1,영업중,,,
23000-1990-000035,19901120,정주희악단,서울특별시 중구 신당동  57번지 1 현대(아)-503,,,1,영업중,,,
23000-1990-000036,19901130,영락교회갈보리성가대,서울특별시 중구 저동2가  69번지  ,,,1,영업중,,,
23000-1990-000037,19901213,서울장로성가단,서울특별시 중구 정동  34번지  ,,,1,영업중,,,
23000-1990-000038,19901213,우진가무연주,서울특별시 중구 신당동  302번지 4호  ,,,1,영업중,,,
23000-1990-000039,19901219,(주)롯데호텔,서울특별시 중구 소공동  1번지  ,,,1,영업중,,,
23000-1990-000040,19901219,다빈치가무단,서울특별시 중구 북창동  104번지  ,,,1,영업중,,,
23000-1990-000041,19901219,이흥열가무단,서울특별시 중구 신당동  333번지 25호  ,,,1,영업중,,,
23000-1990-000042,19901220,한국바젤요들클럽,서울특별시 중구 수표동  27번지 1호  청소년회관-301,,,1,영업중,,,
23000-1991-000001,19910226,한국관악협회,서울특별시 중구 흥인동  141번지  ,,,1,영업중,,,
23000-1991-000002,19910313,스타월드,서울특별시 중구 명동2가  53번지 1호  ,,,1,영업중,,,
23000-1991-000003,19910401,영그리,서울특별시 중구 신당동  234번지 346호  ,,,1,영업중,,,
23000-1991-000004,19910508,세기흥행,서울특별시 중구 필동1가  39번지 1호  국제빌딩-407,,,1,영업중,,,
23000-1991-000005,19910509,극동극장1관,서울특별시 중구 충무로4가  131번지 6호  ,,,1,영업중,,,
23000-1991-000006,19910522,최종순가무단,서울특별시 중구 을지로5가  19번지 29호  ,,,1,영업중,,,
23000-1991-000007,19910530,김한수가무단,서울특별시 중구 만리동2가  199번지 128호  ,,,1,영업중,,,
23000-1991-000008,19910604,금수장무용단,서울특별시 중구 장충동2가  186번지 54호  ,,,1,영업중,,,
23000-1991-000009,19910704,다물놀이 문화기획,서울특별시 중구 신당동  369번지 51호  덕수빌딩-505,,,1,영업중,,,
23000-1991-000010,19910727,무겐나이트,서울특별시 중구 남산동2가  31번지 1호  ,,,1,영업중,,,
23000-1991-000011,19910910,시네마라인,서울특별시 중구 황학동  682번지  ,,,1,영업중,,,
23000-1991-000012,19911021,육하원칙,서울특별시 중구 광희동1가  187번지 9호  ,,,1,영업중,,,
23000-1991-000013,19911028,극단크레파스,서울특별시 중구 신당동  155번지 1호  ,,,1,영업중,,,
23000-1991-000014,19911125,예술세계,서울특별시 중구 정동  11번지 3호  ,,,1,영업중,,,
23000-1991-000015,19911125,전국주부교실중앙회,서울특별시 중구 충무로5가  19번지 3호  ,,,1,영업중,,,
23000-1991-000016,19911202,다이아몬드연주단,서울특별시 중구 광희동1가  142번지  ,,,1,영업중,,,
23000-1991-000017,19911216,사랑실천문화예술협회,서울특별시 중구 회현동2가  0번지  서울빌딩-319,,,1,영업중,,,
23000-1991-000018,19911216,세종예술기획,서울특별시 중구 오장동  90번지 6호  ,,,1,영업중,,,
23000-1991-000019,19911221,마당풍물놀이,서울특별시 중구 신당동  250번지 28호  ,,,1,영업중,,,
23000-1992-000001,19920131,고려영화사,서울특별시 중구 충무로4가  148번지 1호  ,,,1,영업중,,,
23000-1992-000002,19920131,카톨릭사회복지회,서울특별시 중구 명동2가  1번지 8호  ,,,1,영업중,,,
23000-1992-000003,19920228,중부스텐드,서울특별시 중구 오장동  145번지 1호  ,,,1,영업중,,,
23000-1992-000004,19920228,에코예술기획,서울특별시 중구 남산동3가  34번지 5호  ,,,1,영업중,,,
23000-1992-000005,19920307,본기획,서울특별시 중구 장충동1가  48번지 24호  ,,,1,영업중,,,
23000-1992-000006,19920321,한국무지카,서울특별시 중구 신당동  292번지 43호  ,,,1,영업중,,,
23000-1992-000007,19920427,롯데쇼핑(주),서울특별시 중구 소공동  1번지  ,,,1,영업중,,,
23000-1992-000008,19920516,(주)거인이벤트,서울특별시 중구 장충동1가  119번지  일산빌딩,,,1,영업중,,,
23000-1992-000009,19920516,성동,서울특별시 중구 황학동  945번지  ,,,1,영업중,,,
23000-1992-000010,19920516,쁘렝땅 기획,서울특별시 중구 장교동  1번지  ,,,1,영업중,,,
23000-1992-000011,19920528,유연예기획가무단,서울특별시 중구 신당동  347번지 197호  ,,,1,영업중,,,
23000-1992-000012,19920627,가리온현대무용단,서울특별시 중구 예장동  8번지 3호  ,,,1,영업중,,,
23000-1992-000013,19920627,보컬그룹소리나,서울특별시 중구 인현동2가  73번지 1호  ,,,1,영업중,,,
23000-1992-000014,19920708,아트팩키지,서울특별시 중구 예장동  2번지 19호  종화빌딩-115,,,1,영업중,,,
23000-1992-000015,19920720,한국문예교류협악회,서울특별시 중구 정동  1번지 54호  ,,,1,영업중,,,
23000-1992-000016,19920727,TMC,서울특별시 중구 저동2가  47번지 8호  ,,,1,영업중,,,
23000-1992-000017,19920731,성니콜라소년합창단,서울특별시 중구 정동  3번지  ,,,1,영업중,,,
23000-1992-000018,19920812,서태지와아이들라이브,서울특별시 중구 정동  22번지  MBC2층,,,1,영업중,,,
23000-1992-000019,19920812,영동회관,서울특별시 중구 오장동  145번지 1호  ,,,1,영업중,,,
23000-1992-000020,19920817,이청영무용단,서울특별시 중구 인현동2가  73번지 1호  ,,,1,영업중,,,
23000-1992-000021,19921012,극단동쪽나라,서울특별시 중구 장충동2가  188번지 6호 3층 뉴장충빌딩,,,1,영업중,,,
23000-1992-000022,19921013,한국교육예술연맹,서울특별시 중구 묵정동  18번지  대학문화원-301,,,1,영업중,,,
23000-1992-000023,19921021,음악저널,서울특별시 중구 신당동  370번지 46호  청구빌딩-301,,,1,영업중,,,
23000-1992-000024,19921109,성좌예술단,서울특별시 중구 장충동2가  192번지 11호  ,,,1,영업중,,,
23000-1992-000025,19921204,극단하늘,서울특별시 중구 신당동  302번지 4호  신동화빌딩-221,,,1,영업중,,,
23000-1993-000001,19930106,(주)방송문화이벤트,서울특별시 중구 정동  22번지  ,,,1,영업중,,,
23000-1993-000002,19930204,서안사호텔앰버서더,서울특별시 중구 장충동2가  193번지 68호  ,,,1,영업중,,,
23000-1993-000003,19930209,시네아스트극장,서울특별시 중구 초동  19번지 4호  ,,,1,영업중,,,
23000-1993-000004,19930209,씨네아스트극장,서울특별시 중구 초동  19번지 4호  ,,,1,영업중,,,
23000-1993-000005,19930212,세실예술기획,서울특별시 중구 신당동  432번지 695호  신영빌딩-506,,,1,영업중,,,
23000-1993-000006,19930305,앰파이어가무단,서울특별시 중구 다동  170번지 1호  ,,,1,영업중,,,
23000-1993-000007,19930315,코스텔,서울특별시 중구 을지로3가  320번지 16호  ,,,1,영업중,,,
23000-1993-000008,19930317,한국청소년예술연맹,서울특별시 중구 묵정동  18번지  대학문화원-301,,,1,영업중,,,
23000-1993-000009,19930318,(주)제일기획,서울특별시 중구 을지로1가  50번지 6층 삼성빌딩,,,1,영업중,,,
23000-1993-000010,19930330,연예인환경보호협회,서울특별시 중구 신당동  340번지 67호  ,,,1,영업중,,,
23000-1993-000011,19930412,사단법인 자행회,서울특별시 중구 광희동2가  303번지 1호  ,,,1,영업중,,,
23000-1993-000012,19930430,에델바이스요들러클럽,서울특별시 중구 명동1가  1번지 1호  YMCA,,,1,영업중,,,
23000-1993-000013,19930513,또래예술단,서울특별시 중구 신당동  304번지 412호  ,,,1,영업중,,,
23000-1993-000014,19930818,신한예술단,서울특별시 중구 신당동  358번지 9호  ,,,1,영업중,,,
23000-1993-000015,19930925,한국공연예술매니저,서울특별시 중구 신당동  340번지 119호  영상빌딩,,,1,영업중,,,
23000-1993-000016,19931002,서상철과그의가무단,서울특별시 중구 남산동2가  31번지 1호  ,,,1,영업중,,,
23000-1993-000017,19931004,사단법인예지원,서울특별시 중구 장충동2가  산 5번지 19호  ,,,1,영업중,,,
23000-1993-000018,19931011,동원이벤트포토피아,서울특별시 중구 필동2가  16번지 9호  ,,,1,영업중,,,
23000-1993-000019,19931115,세실뮤직가무단,서울특별시 중구 신당동  374번지 10호  ,,,1,영업중,,,
23000-1993-000020,19931118,한국현대춤협회,서울특별시 중구 묵정동  18번지 27호  ,,,1,영업중,,,
23000-1993-000021,19931202,히파이브,서울특별시 중구 인현동2가  73번지 1호  ,,,1,영업중,,,
23000-1993-000022,19931208,극단 서울무대,서울특별시 중구 충무로4가  132번지 2호  ,,,1,영업중,,,
23000-1993-000023,19931227,한울춤방무용단한울림,서울특별시 중구 황학동  2482번지  ,,,1,영업중,,,
23000-1994-000001,19940105,한알,서울특별시 중구 묵정동  27번지 10호  ,,,1,영업중,,,
23000-1994-000002,19940217,삼우문화산업,서울특별시 중구 필동1가  39번지 1호  국제빌딩-601,,,1,영업중,,,
23000-1994-000003,19940225,김세일라무용단,서울특별시 중구 신당동  333번지 206호  ,,,1,영업중,,,
23000-1994-000004,19940316,극단라이프,서울특별시 중구 황학동  2487번지  ,,,1,영업중,,,
23000-1994-000005,19940321,(주)우정,서울특별시 중구 소공동  1번지 19층 롯데빌딩,,,1,영업중,,,
23000-1994-000006,19940328,소뚜껑인형극단,서울특별시 중구 중림동  396번지 4호  ,,,1,영업중,,,
23000-1994-000007,19940329,애드케이,서울특별시 중구 충무로3가  60번지 1호 18층 극동빌딩,,,1,영업중,,,
23000-1994-000008,19940503,훼밀리가무단,서울특별시 중구 신당동  304번지 410호  ,,,1,영업중,,,
23000-1994-000009,19940509,극단 멋진친구들,서울특별시 중구 장충동1가  50번지 25호  ,,,1,영업중,,,
23000-1994-000010,19940511,류기현악단,서울특별시 중구 을지로6가  181번지 31호  ,,,1,영업중,,,
23000-1994-000011,19940517,삼성물산(주),서울특별시 중구 태평로2가  250번지  ,,,1,영업중,,,
23000-1994-000012,19940603,(주)계성문화,서울특별시 중구 무교동  7번지  시그너스B-401,,,1,영업중,,,
23000-1994-000013,19940614,극단소리,서울특별시 중구 을지로6가  20번지 2호  성산빌딩-506,,,1,영업중,,,
23000-1994-000014,19940614,국제연예인종합예술단,서울특별시 중구 신당동  340번지 54호  수창빌딩-412,,,1,영업중,,,
23000-1994-000015,19940617,극단푸른교실,서울특별시 중구 충무로4가  132번지 2호  ,,,1,영업중,,,
23000-1994-000016,19940623,(주)서울이데아,서울특별시 중구 필동1가  21번지 7호 3층 금성빌딩,,,1,영업중,,,
23000-1994-000017,19940702,그린합창단,서울특별시 중구 명동2가  1번지 8호  ,,,1,영업중,,,
23000-1994-000018,19940702,이주희귀국독주회,서울특별시 중구 신당동  236번지 72호  ,,,1,영업중,,,
23000-1994-000019,19940723,(주) 코트파,서울특별시 중구 남산동3가  34번지 5호  ,,,1,영업중,,,
23000-1994-000020,19940727,아시아연예이벤트,서울특별시 중구 황학동  2478번지  ,,,1,영업중,,,
23000-1994-000021,19940728,프로이벤트엠엔에프,서울특별시 중구 명동2가  50번지 1호  한일관빌딩-403,,,1,영업중,,,
23000-1994-000022,19940812,오륜물산-주 (2관),서울특별시 중구 초동  18번지 5호  ,,,1,영업중,,,
23000-1994-000023,19940812,오륜물산-주(3관),서울특별시 중구 초동  18번지 5호  ,,,1,영업중,,,
23000-1994-000024,19940812,오륜물산-주(4관),서울특별시 중구 초동  18번지 5호  ,,,1,영업중,,,
23000-1994-000025,19940812,오륜물산-주(5관),서울특별시 중구 초동  18번지 5호  ,,,1,영업중,,,
23000-1994-000026,19940812,명보1관,서울특별시 중구 초동  18번지 5호  ,,,1,영업중,,,
23000-1994-000027,19940824,환경보전문화예술협회,서울특별시 중구 신당동  233번지 93호  ,,,1,영업중,,,
23000-1994-000028,19940905,(주)한컴,서울특별시 중구 서소문동  34번지  ,,,1,영업중,,,
23000-1994-000029,19940909,극단동행,서울특별시 중구 신당동  143번지 8호  ,,,1,영업중,,,
23000-1994-000030,19940913,동진기획,서울특별시 중구 태평로2가  360번지 1호  ,,,1,영업중,,,
23000-1994-000031,19940922,(주)누리기획,서울특별시 중구 충무로4가  126번지 1호  ,,,1,영업중,,,
23000-1994-000032,19940926,무빙픽쳐스,서울특별시 중구 명동1가  50번지  ,,,1,영업중,,,
23000-1994-000033,19940930,한국현대춤협회,서울특별시 중구 묵정동  18번지 27호  대학문화원-409,,,1,영업중,,,
23000-1994-000034,19941024,아트기획,서울특별시 중구 서소문동  57번지 2호  대건빌딩-202,,,1,영업중,,,
23000-1994-000035,19941026,메디칼필하모니,서울특별시 중구 필동2가  82번지 1호 병원 중대부속,,,1,영업중,,,
23000-1994-000036,19941026,광개토기획,서울특별시 중구 필동2가  10번지  충무빌딩-312,,,1,영업중,,,
23000-1994-000037,19941104,명치대학만도린OB구락,서울특별시 중구 봉래동1가  132번지 4호  ,,,1,영업중,,,
23000-1994-000038,19941108,한국바젤요젤클럽,서울특별시 중구 수표동  27번지 1호  ,,,1,영업중,,,
23000-1994-000039,19941130,호텔신라,서울특별시 중구 장충동2가  202번지  ,,,1,영업중,,,
23000-1994-000040,19941207,김효정,서울특별시 중구 신당동  432번지 695호  신영빌딩-506,,,1,영업중,,,
23000-1994-000041,19941212,(주)한맥엔터레인먼트,서울특별시 중구 충무로4가  120번지 3호  진양상가-455,,,1,영업중,,,
23000-1994-000042,19941226,서울역프라자극장,서울특별시 중구 봉래동2가  122번지 11호  ,,,1,영업중,,,
23000-1995-000001,19950116,(주)조흥은행,서울특별시 중구 남대문로1가  1번지  ,,,1,영업중,,,
23000-1995-000002,19950126,한국관광홍보 (주),서울특별시 중구 남산동3가  34번지 5호  ,,,1,영업중,,,
23000-1995-000003,19950208,대한항공(주),서울특별시 중구 서소문동  41번지 3호  ,,,1,영업중,,,
23000-1995-000004,19950216,한일여성 친선협회,서울특별시 중구 묵정동  18번지  대학문화원-302,,,1,영업중,,,
23000-1995-000005,19950222,(주)서울힐튼호텔,서울특별시 중구 남대문로5가  395번지  ,,,1,영업중,,,
23000-1995-000006,19950304,벗님들,서울특별시 중구 을지로5가  133번지 1호  천지호텔,,,1,영업중,,,
23000-1995-000007,19950320,김구삼,서울특별시 중구 신당동  432번지 695호  ,,,1,영업중,,,
23000-1995-000008,19950322,은하수,서울특별시 중구 신당동  379번지  ,,,1,영업중,,,
23000-1995-000009,19950410,메시나,서울특별시 중구 다동  33번지 17층 동아생명B,,,1,영업중,,,
23000-1995-000010,19950501,코리안심포니오케스트,서울특별시 중구 장충동2가  산 14번지 67호  ,,,1,영업중,,,
23000-1995-000011,19950518,한국충효사적선양회,서울특별시 중구 신당동  421번지 5호  ,,,1,영업중,,,
23000-1995-000012,19950624,극단디딤레퍼토리,서울특별시 중구 신당동  143번지 8호  ,,,1,영업중,,,
23000-1995-000013,19950704,코리아극장,서울특별시 중구 명동2가  50번지 16호  ,,,1,영업중,,,
23000-1995-000014,19950714,코리아극장2관,서울특별시 중구 명동2가  50번지 13호  ,,,1,영업중,,,
23000-1995-000015,19950921,조선일보사,서울특별시 중구 태평로1가  61번지  ,,,1,영업중,,,
23000-1995-000016,19951025,한국문화예술단,서울특별시 중구 충무로4가  120번지 3호  ,,,3,폐업,19960905,,
23000-1995-000017,19951108,한국교사국악회,서울특별시 중구 신당동  250번지 28호  ,,,1,영업중,,,
23000-1995-000018,19951123,극단사람들,서울특별시 중구 묵정동  18번지 27호  대학문화원-313,,,1,영업중,,,
23000-1995-000019,19951123,(주)디지틀조선일보,서울특별시 중구 태평로1가  61번지  ,,,1,영업중,,,
23000-1995-000020,19950617,정동극장,서울특별시 중구 정동  8번지 11호  ,02-751-1500,330,1,영업중,,,
23000-1995-000021,19950117,문화일보홀,서울특별시 중구 충정로1가  68번지  ,,302,1,영업중,,,
23000-1996-000001,19960108,황혜영,서울특별시 중구 신당동  432번지 695호  신영빌딩-506,,,1,영업중,,,
23000-1996-000002,19960117,예술기획파홀로,서울특별시 중구 신당동  432번지 3호  ,,,1,영업중,,,
23000-1996-000003,19960304,비쥬얼뮤직,서울특별시 중구 충무로2가  49번지 11호  ,,,1,영업중,,,
23000-1996-000004,19960313,국도극장,서울특별시 중구 을지로4가  310번지  ,,,1,영업중,,,
23000-1996-000005,19960314,(주)HMK   `,서울특별시 중구 예관동  70번지 27호  ,,,1,영업중,,,
23000-1996-000006,19960402,이린이연구회소꿉놀이,서울특별시 중구 신당동  52번지 197호  ,,,1,영업중,,,
23000-1996-000007,19960417,(주)한국스포랜드,서울특별시 중구 흥인동  13번지 1호  ,,,1,영업중,,,
23000-1996-000008,19960423,동춘곡예단,서울특별시 중구 광희동2가  35번지 1호  ,,,1,영업중,,,
23000-1996-000009,19960503,한국특수관광업협회,서울특별시 중구 충무로4가  120번지 3호  ,,,1,영업중,,,
23000-1996-000010,19960604,삼성 무용단,서울특별시 중구 을지로1가  50번지  ,,,1,영업중,,,
23000-1996-000011,19960604,극단기.사,서울특별시 중구 을지로6가  20번지 14호  ,,,1,영업중,,,
23000-1996-000012,19960614,예술기획,서울특별시 중구 충무로4가  37번지 1호  ,,,1,영업중,,,
23000-1996-000013,19960619,서울앙상불,서울특별시 중구 필동2가  105번지 12호  ,,,1,영업중,,,
23000-1996-000014,19960827,달란트오페라단,서울특별시 중구 충무로5가  84번지 1호  ,,,1,영업중,,,
23000-1996-000015,19960925,태평로1가번영회,서울특별시 중구 다동  183번지  ,,,1,영업중,,,
23000-1996-000016,19961008,신금자,서울특별시 중구 신당동  432번지 2201호 A 장충하이츠-101,,,1,영업중,,,
23000-1996-000017,19961011,한조연예기획,서울특별시 중구 신당동  62번지 34호  ,,,1,영업중,,,
23000-1996-000018,19961011,남정호무용단,서울특별시 중구 장충동2가  산 14번지 21호  ,,,1,영업중,,,
23000-1996-000019,19961016,(주)메드컴,서울특별시 중구 장충동1가  38번지 25호  ,,,1,영업중,,,
23000-1996-000020,19961023,서울여자기독교청년회,서울특별시 중구 명동1가  1번지 1호  ,,,1,영업중,,,
23000-1996-000021,19961025,롯데쇼핑(주),서울특별시 중구 소공동  1번지  롯데백화점,,,1,영업중,,,
23000-1996-000022,19961030,한일은행,서울특별시 중구 남대문로2가  130번지 본점 한일은행,,,1,영업중,,,
23000-1996-000023,19961112,예솔기획,서울특별시 중구 필동3가  25번지 5호  통일빌딩-203,,,1,영업중,,,
23000-1996-000024,19961120,예전무용단,서울특별시 중구 예장동  8번지 3호  ,,,1,영업중,,,
23000-1997-000001,19970204,사단법인한국여성민우,서울특별시 중구 장충동1가  38번지 84호  ,,,1,영업중,,,
23000-1997-000002,19970403,중원산업,서울특별시 중구 정동  15번지 5호  ,,,1,영업중,,,
23000-1997-000003,19970403,정동문화예술회관,서울특별시 중구 정동  15번지 5호  ,,,1,영업중,,,
23000-1997-000004,19970301,여해문화공간,서울특별시 중구 장충동1가  26번지 6호  ,2274-0161,250,3,폐업,20161209,,
23000-1998-000001,19980325,(주)한국천주교성음악,서울특별시 중구 무교동  95번지  0,,,1,영업중,,,
23000-1998-000002,19980414,에듀까레교사합창단,서울특별시 중구 예장동  8번지 3호  ,,,0,,,,
23000-1998-000003,19980810,매시아합동대연주회,서울특별시 중구 저동2가  69번지 0호  ,,,1,영업중,,,
23000-1998-000004,19980828,예엘합창단,서울특별시 중구 정동  32번지  ,,,1,영업중,,,
23000-1998-000005,19981127,중앙시네마2관,서울특별시 중구 저동1가  48번지 0호  중앙시네마(제2관),,,1,영업중,,,
23000-1998-000006,19981127,중앙시네마3관,서울특별시 중구 저동1가  48번지  ,,,1,영업중,,,
23000-1998-000007,19981217,클럽이오이사,서울특별시 중구 장충동2가  산 5번지 19호  ,,,3,폐업,20180430,,
23000-1998-000008,19981120,팝콘하우스,서울특별시 중구 정동  15번지 6호  ,,,1,영업중,,,
23000-2000-000001,20000127,(주)엠엠시네마(1관),서울특별시 중구 을지로6가  17번지 2호  10층,,,1,영업중,,,
23000-2000-000002,20000127,(주)엠엠시네마(2관),서울특별시 중구 을지로6가  17번지 2호  10층,,,1,영업중,,,
23000-2000-000003,20000127,(주)엠엠시네마(3관),서울특별시 중구 을지로6가  17번지 2호  10층,,,1,영업중,,,
23000-2000-000004,20000127,(주)엠엠시네마(4관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000005,20000127,(주)엠엠시네마(5관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
