도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
라브리작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",12:30,17:30,12:30,17:30,12:30,17:30,40,2500,0,35,5,14,경기도 용인시 기흥구 구성로 162,하늘문교회,031-265-9195,0,117.2,,37.291769,127.126625,2019-04-03,4050000,경기도 용인시
동천작은도서관,경기도,용인시,작은도서관,매주 일요일,14:00,18:00,14:00,18:00,14:00,18:00,20,1700,5,0,5,14,"경기도 용인시 수지구 동천로 27, 3층",동천교회,070-4068-0191,0,56,,37.3408233,127.0999867,2019-04-03,4050000,경기도 용인시
도담도담작은도서관,경기도,용인시,작은도서관,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,21,1400,0,0,5,14,"경기도 용인시 처인구 낙은로 60, 주민공동시설 1층",역북1단지우남퍼스트빌,,0,92.74,,37.24260315,127.1968981,2019-04-03,4050000,경기도 용인시
데시앙도서관,경기도,용인시,작은도서관,"매주 월, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,35,9262,4,0,5,14,"경기도 용인시 기흥구 동백8로 9, 1706동 1층",자연&데시앙아파트입주자대표회의,,0,90,,37.2870231,127.1516249,2019-04-03,4050000,경기도 용인시
더빛Arkkids작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,16:30,10:00,16:30,10:00,16:30,90,6613,0,0,5,14,"경기도 용인시 기흥구 흥덕1로 97, 201호",개인,070-7799-7822,0,332.26,,37.2748323,127.0733338,2019-04-03,4050000,경기도 용인시
담은작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,12,4000,5,0,5,14,"경기도 용인시 기흥구 용구대로2518번길 15, 관리동 2층(210동 앞)",정이든 독서클럽,,0,76,,37.31299747,127.1093163,2019-04-03,4050000,경기도 용인시
누리작은도서관,경기도,용인시,작은도서관,매주 일요일,10:00,17:00,10:00,17:00,10:00,17:00,30,7162,0,58,5,14,"경기도 용인시 기흥구 평촌1로1번길 13-1, 202호",개인,031-223-3376,0,66,,37.2833852,127.1526039,2019-04-03,4050000,경기도 용인시
남사맑은누리작은도서관,경기도,용인시,작은도서관,매주 일요일,12:00,18:00,12:00,18:00,12:00,18:00,34,7152,0,0,5,14,"경기도 용인시 처인구 남사면 내기로 6, 복지회관 2층",남사면,031-339-3605,0,96,,37.1137577,127.1505799,2019-04-03,4050000,경기도 용인시
꿈터작은도서관,경기도,용인시,작은도서관,매주 일요일,13:00,20:00,13:00,20:00,13:00,20:00,24,3000,0,62,5,14,"경기도 용인시 수지구 광교중앙로 302, 602호",예수사랑교회,031-217-0692,0,50,,37.2968413,127.0695212,2019-04-03,4050000,경기도 용인시
꿈이자라는땅,경기도,용인시,작은도서관,매주 월요일,11:00,17:00,11:00,17:00,11:00,17:00,19,9036,2,510,5,14,"경기도 용인시 수지구 용구대로2771번길 70, 상가동 지하1층",아름다운성산교회,,0,41.93,,37.336143,127.1044514,2019-04-03,4050000,경기도 용인시
꿈이자라는도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,17:00,10:00,17:00,10:00,17:00,50,9064,1,4,5,14,"경기도 용인시 기흥구 동백평촌로 15, 관리사무소 1층",호수마을계룡리슈빌아파트입주자대표회의,,0,78,,37.2840786,127.1548479,2019-04-03,4050000,경기도 용인시
꿈샘도서관,경기도,용인시,작은도서관,"매주 화~금, 일요일",14:00,16:00,14:00,16:00,14:00,16:00,32,5660,4,0,5,14,"경기도 용인시 기흥구 동백8로131번길 20, 관리사무소 2층",벽현마을주공아파트입주자대표회의,,0,81,,37.2826071,127.1666307,2019-04-03,4050000,경기도 용인시
꿈모아도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,10,12202,6,1983,5,14,"경기도 용인시 기흥구 동백8로 90, 2409동 지층",백현마을모아미래도아파트입주자대표회의,031-693-2291,0,75,,37.2830713,127.1606001,2019-04-03,4050000,경기도 용인시
예움도서관,경기도,용인시,작은도서관,"매주 월, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,20,3500,0,340,5,14,"경기도 용인시 처인구 양지면 평촌로43번길 33-18, 1층",개인,031-323-6100,0,61,,37.2261615,127.3250032,2019-04-03,4050000,경기도 용인시
영화작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,20,16259,18,0,5,14,"경기도 용인시 처인구 경안천로256번길 47-16, 관리사무소 1층",임원마을영화아파트입주자대표회의,031-321-0922,0,104,,37.2528059,127.2263723,2019-04-03,4050000,경기도 용인시
영원작은도서관,경기도,용인시,작은도서관,"매주 월, 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,18,1100,0,0,5,14,"경기도 용인시 기흥구 동백8로131번길 95, 2층",영원교회,,0,78.965,,37.28245251,127.1727037,2019-04-03,4050000,경기도 용인시
영락도서관,경기도,용인시,작은도서관,매주 월~토요일,09:00,15:00,09:00,15:00,09:00,15:00,20,4900,0,0,5,14,"경기도 용인시 기흥구 서그내로62번길 38, 교육관 1층",영통영락교회,031-215-9311,0,61,,37.2431677,127.0690002,2019-04-03,4050000,경기도 용인시
영덕신일문고,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,70,6500,0,0,5,14,"경기도 용인시 기흥구 영덕대로2077번길 20, 관리동 2층",영덕신일아파트부녀회,031-286-0087,0,192,,37.268027,127.094635,2019-04-03,4050000,경기도 용인시
에이스작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,17:00,10:00,17:00,10:00,17:00,28,1200,0,0,5,14,"경기도 용인시 처인구 이동읍 백옥대로 737, 커뮤니티센터 1층",에이스작은도서관,,0,92.11,,37.20227738,127.2086569,2019-04-03,4050000,경기도 용인시
어울터도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,12,7419,5,45,5,14,"경기도 용인시 기흥구 금화로82번길 17, 관리사무소 2층",용인상갈금화주공5단지입주자대표회의,,0,50.35,,37.26619526,127.111792,2019-04-03,4050000,경기도 용인시
애벌레도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,40,11285,1,300,5,14,"경기도 용인시 기흥구 동백8로 64, 관리사무소 2층",호수마을주공3단지도서관운영위원회,070-8833-1400,0,167.69,,37.2839301,127.1576903,2019-04-03,4050000,경기도 용인시
아름다운꿈의도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,17:00,10:00,17:00,10:00,17:00,40,7000,6,100,5,14,"경기도 용인시 수지구 신봉2로 71, 501호",개인,031-896-9101,0,79.2,,37.3278915,127.0735126,2019-04-03,4050000,경기도 용인시
아델리움글마루도서관,경기도,용인시,작은도서관,연중무휴,13:30,17:30,13:30,17:30,13:30,17:30,44,11700,8,672,5,14,"경기도 용인시 기흥구 흥덕2로118번길 25, 관리사무소 지하1층",흥덕마을8단지아델리움아파트입주자대표회의,031-892-8201,0,64,,37.2783943,127.0780311,2019-04-03,4050000,경기도 용인시
신영지웰작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,17:00,14:00,17:00,14:00,17:00,18,6110,0,0,5,14,경기도 용인시 기흥구 동백5로 41,신영지웰아파트입주자대표회의,,0,62.04,,37.276544,127.1549003,2019-04-03,4050000,경기도 용인시
신봉우남아파트도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:30,17:30,13:30,17:30,13:30,17:30,20,11105,6,0,5,14,"경기도 용인시 수지구 신봉1로 27, 관리동 2층",신봉우남아파트입대위,,0,79.2,,37.3201839,127.0803686,2019-04-03,4050000,경기도 용인시
신동백롯데캐슬에코2단지영어도서관,경기도,용인시,작은도서관,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,55,4000,0,0,5,14,"경기도 용인시 기흥구 동백죽전대로527번길 67, 2층",신동백롯데캐슬에코2단지입주자대표회의,,0,394.95,,37.28450491,127.1475164,2019-04-03,4050000,경기도 용인시
스카이글빛누리도서관,경기도,용인시,작은도서관,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,55,5057,6,88,5,14,"경기도 용인시 기흥구 중부대로 375, 2층",기흥역 롯데캐슬스카이,070-4107-7010,0,285.88,,37.2719374,127.1078352,2019-04-03,4050000,경기도 용인시
숲속도서관,경기도,용인시,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,10:00,18:00,50,13473,10,545,5,14,"경기도 용인시 수지구 고기로67번길 31, 교육관 2층",목양교회,031-548-2959,0,181,,37.3428844,127.0911867,2019-04-03,4050000,경기도 용인시
소소한작은행복도서관,경기도,용인시,작은도서관,"매주 월, 토, 일요일",10:00,18:00,10:00,18:00,10:00,18:00,30,7000,0,0,5,14,"경기도 용인시 수지구 만현로67번길 17, 나동 202호",개인,070-7753-7700,0,70,,37.3093026,127.0881411,2019-04-03,4050000,경기도 용인시
소곤소곤도서관,경기도,용인시,작은도서관,"매주 토, 일요일",09:00,20:00,09:00,20:00,09:00,20:00,25,1800,0,0,5,14,"경기도 용인시 처인구 포곡읍 포곡로 159, 주민공동시설 지하1층",삼성쉐르빌아파트입주자대표회의,,0,78.03,,37.27392085,127.2207925,2019-04-03,4050000,경기도 용인시
성지작은도서관,경기도,용인시,작은도서관,"매주 목, 토, 일요일",13:00,17:00,13:00,17:00,13:00,17:00,25,15856,5,0,5,14,"경기도 용인시 수지구 정평로 61, 관리사무소 3층",신정마을성지아파트입주자대표회의,031-265-5272,0,100.01,,37.3216501,127.0869135,2019-04-03,4050000,경기도 용인시
서희삼정작은도서관,경기도,용인시,작은도서관,연중무휴,10:00,17:30,10:00,17:30,10:00,17:30,27,2100,0,0,5,14,"경기도 용인시 기흥구 언동로 193-26, 102동 1층",어정삼정서희아파트입주자대표회의,,0,91.11,,37.2794779,127.1450685,2019-04-03,4050000,경기도 용인시
서천아이파크작은도서관,경기도,용인시,작은도서관,매주 금~일요일,15:00,18:00,15:00,18:00,15:00,18:00,16,4500,3,0,5,14,경기도 용인시 기흥구 서그내로16번길 14,서천아이파크입주자대표회의,,0,40,,37.24566771,127.0723769,2019-04-03,4050000,경기도 용인시
서부교회도서관,경기도,용인시,작은도서관,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,36,3500,0,0,5,14,경기도 용인시 처인구 경안천로258번길 91-7,용인서부교회,031-321-0691,0,49,,37.261732,127.2223173,2019-04-03,4050000,경기도 용인시
상현2동작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,17:00,13:00,17:00,13:00,17:00,32,4340,4,0,5,14,"경기도 용인시 수지구 광교호수로386번길 6, 1층",상현2동,031-212-4142,0,254,,37.2985099,127.0808422,2019-04-03,4050000,경기도 용인시
상현1동작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",12:30,17:00,12:30,17:00,12:30,17:00,25,19943,8,747,5,14,경기도 용인시 수지구 상현로 71,상현1동,031-262-3910,0,165.29,,37.3046115,127.081122,2019-04-03,4050000,경기도 용인시
상하작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,61,7817,0,0,5,14,"경기도 용인시 기흥구 중부대로788번길 20, 1층",수원동마을쌍용아파트입주자대표회의,,0,259,,37.25743575,127.1371108,2019-04-03,4050000,경기도 용인시
삼풍동작은도서관,경기도,용인시,작은도서관,"매주 화, 수, 금~일요일",14:00,17:30,14:00,17:30,14:00,17:30,30,3494,0,0,5,14,"경기도 용인시 수지구 문인로 59, 관리사무소 1층",삼익풍림동아아파트입주자대표회의,031-261-0447,0,66,,37.3323533,127.096635,2019-04-03,4050000,경기도 용인시
쁘레네작은도서관별찌,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,17:00,10:00,17:00,10:00,17:00,10,2850,4,0,5,14,"경기도 용인시 기흥구 관곡로 92, 504호",㈜쁘레네교육,031-8005-9866,0,58.27,,37.2805012,127.1135009,2019-04-03,4050000,경기도 용인시
보정꿈에그린작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,25,9963,3,0,5,14,"경기도 용인시 기흥구 구교동로 17, 101동 지하3층",보정한화꿈에그린입주자대표회의,070-7769-5123,0,103.37,,37.3065211,127.1072776,2019-04-03,4050000,경기도 용인시
코아루나눔터도서관,경기도,용인시,작은도서관,"매주 월, 수, 목, 토, 일요일",15:00,18:00,15:00,18:00,15:00,18:00,40,3400,0,0,5,14,"경기도 용인시 기흥구 동백2로 12, 관리사무소 2층",어은목마을코아루아파트입주자대표회의,,0,80.5,,37.2670435,127.155273,2019-04-03,4050000,경기도 용인시
초코도서관,경기도,용인시,작은도서관,"매주 토, 일요일",09:00,18:00,09:00,18:00,09:00,18:00,17,8863,0,0,5,14,"경기도 용인시 기흥구 동백1로 12(5100단지), 관리사무소 2층",초당마을코아루아파트입주자대표회의,,0,33.11,,37.26330491,127.1589108,2019-04-03,4050000,경기도 용인시
청명호수마을도서관,경기도,용인시,작은도서관,"매주 토(짝수), 일요일",13:30,18:30,13:30,18:30,13:30,18:30,35,9404,0,0,5,14,"경기도 용인시 기흥구 덕영대로 1871, 102동",청명호수마을신안인스빌아파트입주자대표회의,,0,325.31,,37.255337,127.088704,2019-04-03,4050000,경기도 용인시
책사랑쉼터도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:30,17:00,14:30,17:00,14:30,17:00,20,10841,3,0,5,14,"경기도 용인시 수지구 수지로 166, 관리사무소 2층",태영데시앙1차아파트입주자대표회의,,0,50,,37.3154528,127.0827389,2019-04-03,4050000,경기도 용인시
책사랑도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,22:00,15:00,22:00,15:00,22:00,25,12667,0,318,5,14,"경기도 용인시 수지구 만현로67번길 19, 관리사무소 2층",만현마을성원상떼빌3단지아파트부녀회,031-307-0651,0,87.12,,37.3097088,127.0909059,2019-04-03,4050000,경기도 용인시
채움도서관,경기도,용인시,작은도서관,매주 일요일,14:00,23:00,14:00,23:00,14:00,23:00,43,8666,6,100,5,14,"경기도 용인시 기흥구 서천동로 60, 관리사무소 지하1층",서천마을4단지입주자대표회의,070-7612-6700,0,89.92,,37.23557784,127.0752071,2019-04-03,4050000,경기도 용인시
참솔작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,17:00,14:00,17:00,14:00,17:00,30,9560,0,0,5,14,"경기도 용인시 기흥구 동백죽전대로 283, 어린이집 2층",참솔마을월드메르디앙아파트입주자대표회의,,0,33,,37.2653063,127.1536524,2019-04-03,4050000,경기도 용인시
징검다리도서관,경기도,용인시,작은도서관,매주 일요일,14:00,18:00,14:00,18:00,14:00,18:00,30,13036,5,126,5,14,"경기도 용인시 기흥구 금화로11번길 10, 관리사무소 2층",금화마을주공3단지아파트입주자대표회의,031-274-1172,0,80,,37.2623051,127.1072964,2019-04-03,4050000,경기도 용인시
지혜의샘터도서관,경기도,용인시,작은도서관,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,36,18585,24,0,5,14,"경기도 용인시 수지구 신봉1로48번길 48, 1층",지구촌교회,031-270-8296,0,99.2,,37.32296258,127.0831286,2019-04-03,4050000,경기도 용인시
지구별작은도서관,경기도,용인시,작은도서관,"매주 월, 일요일",11:00,17:00,11:00,17:00,11:00,17:00,20,1500,0,0,5,14,"경기도 용인시 처인구 영문로29번길 17, 103동 106호(성웅아파트)",개인,,0,42.44,,37.2674446,127.207084,2019-04-03,4050000,경기도 용인시
즐거운샘터작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:30,20:30,14:30,20:30,14:30,20:30,26,9600,3,480,5,14,"경기도 용인시 기흥구 기흥로116번길 60, 512동 1층",새천년그린빌5단지아파트입주자대표회의,031-274-0936,0,132,,37.2885992,127.1187393,2019-04-03,4050000,경기도 용인시
전대중앙 작은도서관,경기도,용인시,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,10:00,18:00,28,1100,1,0,5,14,경기도 용인시 처인구 포곡읍 전대로 85-18,전대중앙교회,031-322-3191,0,39.79,,37.2853638,127.2154087,2019-04-03,4050000,경기도 용인시
장미도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,120,16467,2,530,5,14,"경기도 용인시 기흥구 구성로 90, 주민공동시설 지하1층",삼성래미안2차아파트입주자대표회의,031-285-7779,0,246,,37.2931316,127.1185055,2019-04-03,4050000,경기도 용인시
작은씨앗도서관,경기도,용인시,작은도서관,"매주 월, 일요일",11:00,18:00,11:00,18:00,11:00,18:00,38,7000,8,0,5,14,"경기도 용인시 기흥구 용구대로2152번길 34, 303호",하늘닮은교회,,0,66.4,,37.2794973,127.1099832,2019-04-03,4050000,경기도 용인시
작은나무도서관,경기도,용인시,작은도서관,"매주 월~금, 일요일",10:00,20:00,10:00,20:00,10:00,20:00,20,2100,0,0,5,14,"경기도 용인시 처인구 금령로 147, 2층(용인제일교회 교육동)",용인제일교회,031-321-6001,0,40,,37.2351185,127.2126541,2019-04-03,4050000,경기도 용인시
자이행복한도서관,경기도,용인시,작은도서관,"매주 월, 목, 일요일",14:30,17:30,14:30,17:30,14:30,17:30,20,8950,5,616,5,14,"경기도 용인시 수지구 만현로133번길 33, 관리사무소 2층",만현마을LG자이아파트입주자대표회의,031-8001-8877,0,91.3,,37.3042228,127.0900837,2019-04-03,4050000,경기도 용인시
자이안도서관,경기도,용인시,작은도서관,연중무휴,08:00,18:00,08:00,18:00,08:00,18:00,12,9031,0,0,5,14,"경기도 용인시 기흥구 구교동로118번길 7, 1층 주민공동시설 내",구성자이3차입주자대표회의,,0,52.2,,37.302755,127.118700,2019-04-03,4050000,경기도 용인시
자연&Book작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,40,14651,4,922,5,14,"경기도 용인시 기흥구 흥덕2로117번길 14, 관리사무소 1층",흥덕마을6단지자연앤스위첸아파트입주자대표회의,,0,115.08,,37.2789026,127.0719742,2019-04-03,4050000,경기도 용인시
이스트파크도서관,경기도,용인시,작은도서관,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,20,4000,0,10,5,14,"경기도 용인시 수지구 신수로683번길 19, 관리동 1층",래미안수지이스트파크 입주자대표회의,,0,59.06,,37.33005022,127.0993304,2019-04-03,4050000,경기도 용인시
이동읍천리작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,19:00,10:00,19:00,10:00,19:00,33,6252,2,0,5,14,"경기도 용인시 처인구 이동읍 백옥대로624번길 9, 4층",이동면,031-339-0334,0,212,,37.1928164,127.2078985,2019-04-03,4050000,경기도 용인시
이던책나무작은도서관,경기도,용인시,작은도서관,매주 일요일,10:30,18:00,10:30,18:00,10:30,18:00,50,14964,4,1854,5,14,"경기도 용인시 기흥구 흥덕2로118번길 26, 901동 1층",흥덕마을9단지이던하우스아파트입주자대표회의,,0,134,,37.2773126,127.0764985,2019-04-03,4050000,경기도 용인시
원삼면작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,21:00,15:00,21:00,15:00,21:00,21,4693,0,0,5,14,"경기도 용인시 처인구 문촌로 7-1, 고당복지회관 2층",청소년팀,031-339-1993,0,165,,37.1637146,127.3104927,2019-04-03,4050000,경기도 용인시
우리작은도서관,경기도,용인시,작은도서관,매주 월요일,09:30,18:00,09:30,18:00,09:30,18:00,20,1500,0,0,5,14,경기도 용인시 처인구 금령로106번길 28,용인중앙감리교회,031-333-9493,0,45,,37.2340977,127.2066007,2019-04-03,4050000,경기도 용인시
용인영어동백도서관,경기도,용인시,작은도서관,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,24,10150,6,80,5,14,"경기도 용인시 기흥구 동백중앙로 213, 201호",동백지구촌교회,070-4284-9071,0,204.68,,37.2722149,127.1510051,2019-04-03,4050000,경기도 용인시
용인영어도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,18:00,10:00,18:00,10:00,18:00,29,25000,7,1300,5,14,"경기도 용인시 수지구 진산로11번길 2, 4층",용인영어도서관,031-261-7006,0,69.75,,37.3158064,127.0913412,2019-04-03,4050000,경기도 용인시
용인영락작은도서관,경기도,용인시,작은도서관,"매주 월, 일요일",11:00,17:00,11:00,17:00,11:00,17:00,22,3757,1,5,5,14,"경기도 용인시 처인구 임원로 31, 1층",용인영락교회,,0,33.32,,37.25155094,127.2296724,2019-04-03,4050000,경기도 용인시
대라다목적도서관,부산광역시,기장군,공공도서관,"매월 두번째, 네번째 화요일(종합자료실,가족자료실), 신정(1.1.), 설날·추석 연휴, 열람실 : 설날·추석 휴실",09:00,22:00,09:00,22:00,09:00,22:00,265,33681,30,0,5,14,부산광역시 기장군 기장읍 차성서로 86,부산광역시 기장군청,051-709-3961,982.79,668,http://library2.gijang.go.kr/daera,35.24079816,129.2105751,2020-01-23,3400000,부산광역시 기장군
기장디지털도서관,부산광역시,기장군,공공도서관,"신정(1.1.), 설날·추석 연휴",09:00,22:00,09:00,18:00,09:00,18:00,20,17847,20,950,5,14,부산광역시 기장군 기장읍 기장대로 560(기장군청 7층),부산광역시 기장군청,051-709-5071,409.5,409.5,http://dlib.gijang.go.kr,35.24347702,129.2229513,2020-01-23,3400000,부산광역시 기장군
정관어린이도서관,부산광역시,기장군,공공도서관,"매월 두번째, 네번째 화요일 휴관, 신정(1.1), 설날·추석 연휴",09:00,22:00,09:00,22:00,09:00,22:00,90,41024,34,1040,5,14,부산광역시 기장군 정관읍 정관8로 11,부산광역시 기장군청,051-709-5386,22770.2,827.95,http://jgchildlib.gijang.go.kr,35.32393232,129.1776117314,2020-01-23,3400000,부산광역시 기장군
정관도서관,부산광역시,기장군,공공도서관,"매월 두번째 월요일(종합자료열람실,어린이자료실,멀티미디어실), 열람실:연중무휴",09:00,22:00,09:00,22:00,09:00,22:00,637,145516,89,3802,5,14,부산광역시 기장군 정관읍 정관중앙로 100,부산광역시 기장군청,051-709-3901,8000,7371.33,http://jglib.gijang.go.kr,35.32528904,129.1817303,2020-01-23,3400000,부산광역시 기장군
기장도서관,부산광역시,기장군,공공도서관,"매주 월요일 , 국가공휴일(종합자료실, 어린이도서관, 디지털자료실), 열람실:연중무휴",09:00,22:00,09:00,18:00,09:00,22:00,524,171572,66,7705,5,14,부산광역시 기장군 기장읍 차성동로 126번길 13-5,부산광역시 기장군청,051-709-5351,2710,2513,http://library.gijang.go.kr,35.2496721,129.2173961,2020-01-23,3400000,부산광역시 기장군
늘봄작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,20,1500,0,0,5,14,"경기도 용인시 수지구 대지로 125, 상가 204호",개인,,0,43.43,,37.330048,127.122991,2019-04-03,4050000,경기도 용인시
둘둘작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,30,1500,0,0,5,14,"경기도 용인시 처인구 남사면 한숲로 137, 커뮤니티센터 1층",이편한세상용인한숲시티2단지입주자대표회의,,0,100.1,,37.161215,127.173773,2019-04-03,4050000,경기도 용인시
힐작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,9,9032,2,6,5,14,"경기도 용인시 수지구 수지로 75, 209동 지하1층",광교힐스테이트입주자대표회의,031-261-5915,0,34.86,,37.3088336,127.0735503,2019-04-03,4050000,경기도 용인시
힐숲작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",12:30,16:30,12:30,16:30,12:30,16:30,28,5498,5,0,5,14,"경기도 용인시 기흥구 서천동로 22, 주민공동시설 1층",힐스테이트서천입주자대표회의,,0,49.08,,37.23819772,127.0757822,2019-04-03,4050000,경기도 용인시
효천작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,16:00,10:00,16:00,10:00,16:00,30,6506,0,0,5,14,"경기도 용인시 처인구 모현읍 문현로 326, 관리사무소 2층",신안인스빌아파트입주자대표회의,031-328-8373,0,127.2,,37.337078,127.2436009,2019-04-03,4050000,경기도 용인시
호수마을월드도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,50,2700,2,0,5,14,"경기도 용인시 기흥구 동백8로 19, 관리사무소 1층",호수마을월드메르디앙입주자대표회의,,0,154,,37.2865412,127.1529752,2019-04-03,4050000,경기도 용인시
호반작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",09:00,18:00,09:00,18:00,09:00,18:00,20,3680,4,0,5,14,"경기도 용인시 기흥구 구성로 411, 주민공동시설 지하1층",물푸레마을8단지구성호반베르디움아파트입주자대표회의,,0,34,,37.2934257,127.1540831,2019-04-03,4050000,경기도 용인시
호반두드림도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,21:00,15:00,21:00,15:00,21:00,30,12284,4,988,5,14,"경기도 용인시 기흥구 흥덕1로79번길 37, 관리사무소 2층",흥덕마을5단지호반베르디움아파트입주자대표회의,,0,92.4,,37.2777355,127.0700519,2019-04-03,4050000,경기도 용인시
현대호롱마루도서관,경기도,용인시,작은도서관,매주 일요일,14:00,18:00,14:00,18:00,14:00,18:00,45,11423,6,844,5,14,"경기도 용인시 기흥구 흥덕2로 126, 주민공동시설 1층",흥덕마을7단지흥덕힐스테이트아파트입주자대표회의,,0,100.89,,37.2797058,127.0734778,2019-04-03,4050000,경기도 용인시
향상어린이문고,경기도,용인시,작은도서관,매주 토요일,11:00,17:00,11:00,17:00,11:00,17:00,30,7000,0,0,5,14,"경기도 용인시 기흥구 언동로 140, 2층",향상교회,031-282-2395,0,92.56,,37.2827904,127.1408509,2019-04-03,4050000,경기도 용인시
행복드림작은도서관,경기도,용인시,작은도서관,"매주 월, 목요일",10:00,18:00,10:00,18:00,10:00,18:00,8,3058,0,10,5,14,"경기도 용인시 기흥구 신정로 61-11, 1층",신갈그리스도의교회,,0,61.2,,37.27734814,127.1020303,2019-04-03,4050000,경기도 용인시
해오름도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,17:00,13:00,17:00,13:00,17:00,50,19600,0,0,5,14,"경기도 용인시 수지구 수지로342번길 3, 1층",풍덕천1동,031-324-8782,0,138.6,,37.3280076,127.0950159,2019-04-03,4050000,경기도 용인시
해바라기도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,20,3682,0,0,5,14,"경기도 용인시 기흥구 언동로217번길 31, 주민공동시설 2층",신동백서해그랑블2차입주자대표회의,031-284-0327,0,57.5,,37.27936555,127.1473846,2019-04-03,4050000,경기도 용인시
해맑은문고,경기도,용인시,작은도서관,"매주 목, 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,15,2000,0,0,5,14,"경기도 용인시 기흥구 동백8로 103, 2703동 1층",벽현마을주공아파트문고위원회,,0,62,,37.2843109,127.1631813,2019-04-03,4050000,경기도 용인시
해든도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,40,9527,4,0,5,14,"경기도 용인시 기흥구 동백죽전대로 455-10, 104동 1층(1·2호 라인)",해든마을굿모닝힐아파트입주자대표회의,031-289-9263,0,210,,37.2807519,127.150942,2019-04-03,4050000,경기도 용인시
