시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
만해기념관,사립,"경기도 광주시 남한산성면 남한산성로792번길 24-7, (산성리)",,37.4773031693,127.1808362792,031-744-3100,만해기념관,http://www.manhae.or.kr,교육실+휴게실,10:00,17:00,10:00,17:00,매주 월요일,2000,1000,1000,"6세이하, 국가유공자무료","다양한 만해선생 관련 자료와 연구서들이 체계적으로 수집,정리,연구 되는 명실상부한 만해연구의 도량이요 만해 정신을 선양하고 있는 사립박물관","지하철 8호선 산성역(2번 출구)-9번, 9-1번,52번 버스탑승 산성종점 하차",031-744-3100,만해기념관,2019-09-25,5540000,경기도 광주시
닻미술관,사립,경기도 광주시 초월읍 진새골길 184,,37.3803432234,127.2711275266,031-798-2581,재단법인닻문화재단,http://www.datzmuseum.org/,주차장+카페테리아+멤버쉽 라운지,11:00,18:00,11:00,18:00,월+화요일+설+추석연휴+선거일,2000,1000,1000,"장애인, 문화가 있는 날 무료",2010년 개관한 사진과 현대미술 중심의 미술관. 체험학습을 위한 목공방과 유리온실 함께 운영,광역버스 1113-1(강변역 출발),031-798-2581,재단법인닻문화재단,2019-09-25,5540000,경기도 광주시
영은미술관,사립,경기도 광주시 청석로 300,,37.4135566189,127.2687485383,031-761-0137,영은미술관,http://www.youngeunmuseum.org/,주차장+카페,10:00,18:00,10:00,18:00,매주 월요일+신정+구정,6000,4000,3000,"개관기념일(11/4) 무료, 광주시민, 장애인 50 할인","동시대 현대미술 작품을 소장, 전시하는 현대미술관과 국내 초유의 창작스튜디오를 커다란 두축으로 구성",광역버스 1113-1(강변역 출발),031-761-0137,영은미술관,2019-09-25,5540000,경기도 광주시
일본군''''위안부''''역사관,사립,경기도 광주시 퇴촌면 가새골길 85,,37.4428470175,127.3220189856,031-768-0064,일본군''''위안부''''역사관,http://www.nanum.org,주차장+카페,10:00,17:00,10:00,17:00,매주 월요일+설연휴+추석연휴,5000,3000,3000,"장애인, 국가유공자, 미취학아동, 만65세이상 무료",일본군위안부피해자 문제 전시,광주터미널에서 택시이용,031-768-0064,나눔의집,2019-09-25,5540000,경기도 광주시
대산미술관,사립,경상남도 창원시 의창구 대산면 유등로369번길 14-8,경상남도 창원시 의창구 대산면 유등리 294-22,35.3451377723,128.7440731585,055-291-5237,대산미술관,www.daesanart.com,,09:00,18:00,09:00,18:00,매주 월요일,1000,1000,1000,,,,055-291-5237,창원시청 문화예술과,2019-09-24,5670000,경상남도 창원시
우리삶문화옥당박물관,사립,전라남도 영광군 백수읍 대신길3길 3,,35.360902,126.402969,070-7011-6887,재단법인 원불교,www.okdangmuseum.net,해당없음,10:00,17:00,10:00,17:00,매주 월요일,0,0,0,전체무료,"고고학, 민속유물, 인물 전시",,061-350-5226,영광군,2019-06-18,4970000,전라남도 영광군
안면도쥬라기박물관,사립,충청남도 태안군 남면 곰섬로 37-20,충청남도 태안군 남면 신온리 641-3,36.6092942488,126.310712034,041-674-5660,안면도쥬라기공원영농조합법인,http://www.anmyondojurassic.com,기념품?,09:00,17:30,09:00,17:30,"월요일, 월요일이 공휴일인 경우 다음날, 설날(구정), 추석 당일, 정부지정 대체공휴일일 경우 그 다음날",10000,8000,6000,"장애인(1~3급) 2000원, (4~6급) 4000원, 경로 2,000원, 군인,경찰,소방,국가유공자 5,000원","중생대 공룡전시물, 단궁류, 파충류, 포유류, 익룡, 새, 해양생물,  각종 공룡 실물크기 모형 등 전시",서해안 고속도로 홍성IC ? 갈산교차로 (안면도 방면) ? 국도 40호선(남당리 방면) ? 창리교차로 직진 ? 원청사거리 좌회전 ? 곰섬 삼거리 우회전 ? 안면도쥬라기공원 (홍성IC에서 약 30분 소요),041-670-5922,태안군청 문화예술과,2019-05-31,4620000,충청남도 태안군
고남패총박물관,공립,충청남도 태안군 고남면 안면대로 4270-6,충청남도 태안군 고남면 고남리 611,36.4203315716,126.4100825,041-670-2337,태안군 고남패총박물관,http://www.taean.go.kr/tour/sub04_07_01_01.do,"체험전시관, 수유실",09:00,18:00,09:00,18:00,"월요일, 관공서 공휴일 다음날, 명절당일",1200,1000,700,무료(고남패총박물관 운영관리 조례 제5조),"고남리 패총유적 및 발굴유물 전시, 태안 전통민속유물 전시 ,분기별 프로그램 운영","서울→서해안고속도로→서산IC→안면도→고남, 대전→공주→청양→홍성→서산→안면도→고남, 광주→전주→군산→서해안고속도로→홍성IC→안면도→고남",041-670-5617,태안군청 문화예술과,2019-05-31,4620000,충청남도 태안군
록봉민속교육박물관,사립,부산광역시 강서구 가덕해안로 741,부산광역시 강서구 천성동 813,35.03153063,128.8135847,051-892-5997,록봉민속교육박물관,www.rogbong.com,,10:00,17:00,10:00,17:00,없음,5000,5000,5000,,민속자료 관람 등,,051-892-5997,록봉민속교육박물관,2019-05-01,3360000,부산광역시 강서구
리미술관,사립,경상남도 사천시 사천읍 읍내로 52(2~3층),경상남도 사천시 사천읍 평화리 29,35.082795,128.091218,055-835-2015,리미술관,http://sacheonlee-artmuseum.com/,기획전시관+상설전시관+체험교육실,09:00,18:00,09:00,18:00,"공휴일, 일요일, 월요일입장시간 : 관람종료 1시간 전까지",3000,2000,2000,"단체 30인 이상 20 할인 , 장애인, 국가유공자 20 할인(관련증 소지자) , 사천시민 50 할인(신분증 지참)",2015년 7월 23일에 개관한 리미술관은 국내외 미술을 소개하는 사천의 새로운 문화예술 공간,"사천시외버스터미널에서 택시 이용 시 : 약 7,000원.승용차 이용 시 : 사천 ic에서 선진리성 방면",055-835-2015,리미술관,2019-03-15,5340000,경상남도 사천시
항공우주박물관,사립,경상남도 사천시 사남면 공단1로 78,경상남도 사천시 사남면 유천리 802,35.072135,128.062677,055-851-6565,항공우주박물관,http://kaimuseum.co.kr,전시실+매점+까페&편의점+쉼터,09:00,18:00,09:00,18:00,"설날, 추석 연휴 휴관.3월~10월 관람시간 09:00~18:0011월~2월 관람시간 09:00~17:00",4000,3000,2000,"단체 20인 이상 관람료 할인(어린이청소년, 65세 이상 1500원, 어른 2500원) - 관람료 면제대상1. 군,경, 국가유공자, 독립유공자, 참전유공자 증서 소지자 (본인) 2. 장애인 증명서 소시자(본인)3.보호자를 동반한 만3세미만 어린이4.사천시 우대인증, 관광종사자증 카드 제시자",항공우주박물관은 국내 유일의 종합항공기 제작회사인 한국항공우주산업㈜에서 건립하였으며 2002년 8월 개관,사천공항에서 삼천포 방향 카이본사에서 0.6km,055-851-6501,항공우주박물관,2019-03-15,5340000,경상남도 사천시
일준부채박물관,사립,경상남도 의령군 가례면 가례로 327-22,,35.351003,128.2406627,055-574-4459,일준부채박물관,http://jagulsan.com/web/fan/sub_01.php,,09:00,18:00,09:00,18:00,월요일 휴무,5000,3000,3000,,"일준부채박물관은 전국 최초의 부채박물관으로, 2007년 1월 30일 제1종 전문박물관으로 개관하였으며 전시관3개관에 고대부터 현대에 이르는 부채를 전시하고 있다.",,055-570-4459,이일원,2019-08-12,5390000,경상남도 의령군
의병박물관,공립,경상남도 의령군 의령읍 충익로 1-25,경상남도 의령군 의령읍 중동리 482,35.3148157,128.2596043,055-570-2345,의병박물관,http://www.uiryeong.go.kr/tour/index.uiryeong?menuCd=DOM_000000506004000000,,09:00,17:30,09:00,17:30,"매년 1월 1일과 매주 월요일(단, 월요일이 「관공서의 공휴일에 관한 규정」제2조에 따른 공휴일일 때에는 월요일 다음의 첫 번째 평일)",0,0,0,무료,의병박물관은 기존의 의령군민문화회관 내에 위치하고 있던 의령박물관을 충익사 기념관(보물 제671호 곽재우 유물 일관 등 의병 관련 유물)과 합관하여 의령읍 충익로 1-25번지에 신축하면서 의병박물관으로 명칭 변경하였으면 2012년 6월1일 개관하였다.,버스: 의령우체국 정류장(도보: 9분),055-570-2400,경상남도 의령군청,2019-08-12,5390000,경상남도 의령군
박득순미술관,사립,전라남도 신안군 흑산면 진마을길 53,전라남도 신안군 흑산면 진마을길 53,34.6833559,125.423370,02-502-4646,사립,https://blog.naver.com/parkdeuksun,,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,사립미술관,,02-502-4646,사립,2019-07-01,5010000,전라남도 신안군
저녁노을미술관,공립,전라남도 신안군 압해읍 수락길 350,전라남도 신안군 압해읍 수락길 350,34.8444991964,126.249821624,061-271-1145,신안군,http://shinan-bjpark.or.kr/,북카페,09:00,18:00,09:00,18:00,월요일휴관,3000,1000,500,3000,우암 박용규 화백 상설전시,,061-240-8778,신안군,2019-07-01,5010000,전라남도 신안군
증도갯벌생태전시관,공립,전라남도 신안군 증도면 지도증도로 1766-4,전라남도 신안군 증도면 지도증도로 1766-4,34.9646878,126.136929,061-275-8400,신안군,https://www.shinan.go.kr/home/www/about/experience_center/experience_center_02/page.wscmsnone,카페,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,"갯벌생태,수석전시",,061-240-8358,신안군,2019-07-01,5010000,전라남도 신안군
자유수호평화박물관,공립,경기도 동두천시 평화로 2910번길 96-63,경기도 동두천시 상봉암동 162-10,37.9424506,127.0660691,031-860-3333,경기도 동두천시,http://www.ddc.go.kr/museum,휴게공간,09:00,18:00,09:00,18:00,"매주 월요일 (단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관) 1월1일, 설날 및 추석 당일",0,0,0,무료,잊혀져 가는 6.25전쟁에 대한 이해와 자유와 평화를 수호하기 위하여 희생하신 분들의 뜻을 기리고 유엔 참전국과의 우호 증진을 위해 건립된 박물관,"1호선 소요산역 1번 출구, 도보 15분",031-860-3333,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
동두천시 경기북부어린이박물관,공립,경기도 동두천시 평화로 2910번길 46,경기도 동두천시 상봉암동 162,37.9446290,127.0644198,031-860-2860,경기도 동두천시,http://childmus.ddc.go.kr,카페+뮤지엄샵+물품보관소+수유실+의무실,10:00,17:50,10:00,17:50,"매주 월요일 (단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관), 1월1일, 설날 및 추석 당일",4000,4000,4000,"단체 3000원, 동두천시민 2000원",어린이를 주체로 환경생태 그리고 인간의 삶이 지니는 유기적 관계와 조합을 이해하는 박물관,"1호선 소요산역 1번 출구, 도보 10분",031-860-2860,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
거창박물관,공립,경상남도 거창군 거창읍 수남로 2181,경상남도 거창군 거창읍 김천리 216-5번지,35.6743923,127.9107860,055-940-8740,거창박물관,museum.geochang.go.kr,장애인 시설,09:00,17:00,09:00,17:00,1.1+설추석 당일+월요일,0,0,0,전부무료,"거창 향토 사학자 최남식, 김태순 두 분의 기증유물 1,000점으로 1988. 5. 20. 건립된 군단위 최초 공립박물관",,055-940-8740,경상남도 거창군,2019-08-27,5470000,경상남도 거창군
건국대학교박물관,대학,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.542193,127.076718,02-450-3880,건국대학교,http://museum.konkuk.ac.kr/,없음,09:30,17:00,00:00,00:00,"주말, 공휴일, 방학기간",0,0,0,0,"1963년에 개관한 이해 국보 1점, 보물 1점을 포함하여 6천여점의 유물을 소장한 종합박물관임.","건국대학교 내에 위치함. 지하철 2,7호선 및 건대역 및 건대병원에서 버스 이용 가능",02-450-7592,서울특별시 광진구청,2019-03-04,3040000,서울특별시 광진구
세종대학교박물관,대학,서울특별시 광진구 능동로21길 37,서울특별시 광진구 군자동 98,37.552054,127.073644,02-3408-3277,세종대학교,http://museum.sejong.ac.kr,없음,10:00,15:00,00:00,00:00,"주말, 공휴일, 방학기간",0,0,0,0,"1973년 개관이래 국내 대학박물관 중 최대 규모를 자랑하며, 고고역사 유물과 대한제국 황실의 궁중의상 등이 전시되어 있다.",세종대내에 위치함. 지하철 7호선 어린이대공원역 및 버스 이용,02-450-7592,서울특별시 광진구청,2019-03-04,3040000,서울특별시 광진구
서천 이하복 고택 전시관,공립,충청남도 서천군 기산면 신막로 57번길 32-3,충청남도 서천군 기산면 신산리 120,36.0809383,126.7592668859,041-951-4741,충청남도 서천군청,홈페이지 예정,"전시실, 영상실, 체험실, 장애인 휠체어 리프트, 주차장",09:00,18:00,09:00,18:00,"매주 일.월요일(월요일이 공휴일인 경우 다음날 평일) 휴관 신정, 설날, 추석, 법정공휴일하절기(3월~10월)9:00동절기(11월~2월)10:00",1500,1000,500,단체어른: 1000원단체청소년: 500원단체어린이: 300원,"서천 이하복 고택은 우리나라 중부지방의 전통농가(큰집) 형태를 그대로 간직한 채 보존되고 있는 대표적인 가옥으로서 그 가치를 인정 받아 1984년 12월 24일 중요민속자료 제 197호로 지정되었다. 이 집은 한산이씨 중시조인 목은 이색선생의 18대손인 이병식(중추원의관)이 19세기말(조선말엽)에 안채 3칸을 짓고 그 후 아들이 20세기 초에 사랑채, 아래채, 위채 등을 새로 지으면서 안채도 크게 증축해 현재까지 내려오고 있다. 이씨 가옥은 전통민가의 마지막 시기인 조선시대에 충청, 전라지역 등지에서 널리 이용되던 ㅡ자형 ''''''''외통형식''''''''으로 필요이상의 재료나 멋을 전혀 부리지 않은채 전형적인 민간기법을 사용하며 매우 검소하고 소박하게 지어진 것으로 유명하다. 고택 옆에 지어진 서천 이하복 고택 전시관은 생전에 이하복 선생의 손때가 묻은 생활용품들을 비롯한 유물들이 전시되어있다.",,041-950-4741,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
월남이상재선생 전시관,사립,충청남도 서천군 한산면 종단길 71,충청남도 서천군 한산면 종지리 263,36.0999708412,126.8061916979,041-950-4225,충청남도 서천군청,http://tour.seocheon.go.kr/,야외 휴게정자,10:00,17:00,10:00,17:00,해당없음,0,0,0,0,"이상재 선생 생가는 안채와 사랑채가 있는 초가집으로 앞면 4칸, 옆면 2칸 규모이며 대문은 솟을대문을 두었다. 중부지방의 전통적 농가 분위기를 그대로 간직하고 있어서 교육적 가치가 매우 높으며 전면 지붕의 길이가 후면보다 길게 만들어진 것이 특징이다. 생가 옆의 유물전시관은 1990년 11월 착공하여 1991년 7월에 개관하였으며, 선생이 생전에 남기신 유품들을 전시하고 있다.",,041-950-4225,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
한국최초 성경전래지 기념관,사립,충청남도 서천군 서면 서인로 89-12,충청남도 서천군 서면 마량리 137,36.1315054285,126.5006871531,041-951-1816,충청남도 서천군청,해당없음,전시실+카페테리아+다목적실+홍보영상관+예배실,10:00,17:00,10:00,17:00,해당없음,1000,500,300,"단체어른:800원, 단체청소년:300원, 단체어린이200원","한국최초 성경전래지기념관은 영국해군 머레이 멕스웰(Murray Maxwell) 대령이 1816년 군함을 이끌고 서해안 탐사차 서천 마량진 해안에 들렸고 이때 한국 최초로 마량진 첨사 조대복에게 성경을 건네주었다는 기록이 사실로 밝혀지면서 서천군은 2004년 학계와 종교계의 고증을 거쳐 전래 사실을 재확인하고 기념비를 세우고 ’한국 최초 성경전래지 성역화사업‘의 일환으로 건립되었으며, 연면적 1,374㎡에 지하1층, 지상 4층 규모로 1층과 2층은 전시관으로 3층은 전망카페로 구성했고 4층은 다목적실로 꾸몄으며 인근에 기념공원 9,920㎡를 조성하였다.",,041-950-4013,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
스포츠전시관,공립,강원도 양구군 양구읍 파로호로 992-6,강원도 양구군 양구읍 하리 214-1,38.111212,127.9806728370,033-480-2772,(재)양구군시설관리사업단,,"전시관, 휴게실 등",09:00,18:00,09:00,18:00,매주 월요일,0,0,0,0,스포츠전시관은 스포츠를 상징하는 다양한 자료를 전시하고 있습니다.,,033-480-2772,(재)양구군시설관리사업단,2019-06-12,4320000,강원도 양구군
양구인문학박물관,공립,강원도 양구군 양구읍 파로호로 869번길 101,강원도 양구군 양구읍 동수리 100-1,38.121961,127.981208,033-482-9800,양구인문학박물관,http://www.ymunhak.or.kr/,"뮤지엄숍, 테라스 등",09:00,18:00,09:00,18:00,"매주월요일, 1월 5일, 설날과 추석 오전",0,0,0,0,"2012년 12월 1일 개관한 양구인문학박물관은 한국 철학의 거장 김형석, 안병욱 박사님의 철학사상과 한국 문단을 대표하는 양구 출신 이해인 수녀님의 문학정신이 더해져 문화예술의 인프라가 확대 구축되어 양구 홍보는 물론, 고품격의 문학을 양구군민 뿐만 아니라 관광객들에게 선사하게 되었습니다.",,033-482-9800,양구인문학박물관,2019-06-12,4320000,강원도 양구군
양구근현대사박물관,공립,강원도 양구군 양구읍 금강산로 439-51,강원도 양구군 양구읍 하리 510,38.12222777,127.9904076,033-482-1945,양구근현대사박물관,http://www.ygpm.or.kr/,"뮤지엄숍, 향토사료관, 고인돌공원, 함춘주막",09:00,18:00,09:00,18:00,"매주월요일, 1월 4일, 설날과 추석 오전",0,0,0,0,"박물관은 근현대사를 담고 있는 다양한 자료를 테마별 전시관으로 구성하고 있습니다. 먼저 제1전시실은 한국근현대사 전반을 살펴볼 수 있는 역사의 휘모리 공간을 시작으로, 엽서관, 우표관, 씰관 등으로 구성되어 있으며,  제2전시실은 추억속의 영화역사 포스터 등을 전시한 추억의 영화관, 아리랑 문화를 다양한 면을 살필 수 있는 공간으로 전시되어 있다. 또한 기획전시실에는 기증유물특별전으로 기증자 박민일 박사, 송광호 기자, 철학가 김형석박사의 다양한 기증자료 중 도자기, 그림, 글씨, 민속품을 중심으로 전시하고 있다.",,033-482-1945,양구근현대사박물관,2019-06-12,4320000,강원도 양구군
양구선사박물관,공립,강원도 양구군 양구읍 금강산로 439-52,강원도 양구군 양구읍 하리 510,38.1235645172,127.9904076,033-480-2677,양구선사박물관,http://www.ygpm.or.kr/,"뮤지엄숍, 향토사료관, 고인돌공원, 함춘주막",09:00,18:00,09:00,18:00,"매주월요일, 1월 3일, 설날과 추석 오전",0,0,0,0,"양구선사박물관은 양구를 중심으로 하는 북한강유역에서 발굴조사된 선사유적을 소개하는 박물관입니다. 양구 상무룡리 구석기유적, 양구 고대리·공수리 청동기시대 유적, 양구 해안 만대리 선사유적 등과 춘천, 화천, 홍천, 인제 등지의 북한강 유역에서 발굴된 유물을 생생하게 보여주는 1종 전문박물관입니다.",,033-480-2677,양구선사박물관,2019-06-12,4320000,강원도 양구군
양구백자박물관,공립,강원도 양구군 방산면 평화로 5182,강원도 양구군 방산면 장평리 344,38.2074056620,127.9513587295,033-480-2664,양구백자박물관,http://www.yanggum.or.kr/,"뮤지엄숍, 체험장, 영상실 등",09:00,18:00,09:00,18:00,"매주월요일, 1월 2일, 설날과 추석 오전",0,0,0,0,"양구백자박물관은 백자생산역사 600년의 흐름을 알수 있는 도자 전시 관람과 더불어 흙을 만드는 방법과 성형, 그리고 가마에 직접 구워 자기가 만들어지는 전 과정을 체험할 수도 있다.",,033-480-2664,양구백자박물관,2019-06-12,4320000,강원도 양구군
박수근미술관,공립,강원도 양구군 양구읍 박수근로 265-15,강원도 양구군 양구읍 정림리 131-1,38.0962412164,127.9815753349,033-480-2662,박수근미술관,http://www.parksookeun.or.kr/,"뮤지엄숍, 연못, 창작스튜디오 등",09:00,18:00,09:00,18:00,"매주월요일, 1월 1일, 설날과 추석 오전",3000,2000,0,0,"박수근미술관은 박수근 선생의 손길이 담겨있는 유품과 유화, 수채화, 드로잉, 판화, 삽화 등 여러 작품을 소장하고 있으며 이를 선별하여 상설 전시 하고 있습니다. 또한 박수근 선생과 같은 시대에 활동했던 근 현대 한국 화단의 주요 작가들의 다양한 작품들을 소장하고 있으며 이를 기획 전시하고 있습니다.",,033-480-2662,박수근미술관,2019-06-12,4320000,강원도 양구군
옥천향토전시관,공립,충청북도 옥천군 안내면 장계1길 57,충청북도 옥천군 안내면 장계리 산7-1,36.37753354,127.6350072,043-730-3417,옥천군청,,주차장,09:00,18:00,09:00,18:00,"1월1일, 설날, 추석날, 매주 월요일",0,0,0,0,옥천군 향토유적 자료를 모아놓은 박물관,,043-730-3417,옥천군,2019-09-01,4430000,충청북도 옥천군
한국시집박물관,공립,강원도 인제군 북면 만해로 136,강원도 인제군 북면 용대리 1099-15,38.1886501,128.318474516,033-463-4082,인제군문화재단,http://한국시집박물관.org/,휴게공간,09:00,18:00,09:00,18:00,"매주 월요일, 1월 1일, 설날 하루, 추석 하루",0,0,0,0,우리나라 근현대 시기 시집 보존 및 전시,용대리 만해마을 인근,033-462-8971,(재)인제군문화재단,2019-09-03,4330000,강원도 인제군
여초서예관,공립,강원도 인제군 북면 만해로 154,강원도 인제군 북면 용대리 1119-12,38.1889164,128.31978507,033-461-4081,인제군문화재단,http://yeochomuseum.kr/,휴게공간,09:00,18:00,09:00,18:00,"매주 월요일, 1월 1일, 설날 하루, 추석 하루",0,0,0,0,"여초 김응현선생의 서예작품과 유품, 국내·외 서법관련 자료, 서적 등 보존 · 전시",용대리 만해마을 인근,033-462-8971,(재)인제군문화재단,2019-09-03,4330000,강원도 인제군
박인환문학관,공립,강원도 인제군 인제읍 인제로156번길 50,강원도 인제군 인제읍 상동리 415-1,38.0629033,128.1714019,033-462-2086,인제군문화재단,,휴게공간,09:00,18:00,09:00,18:00,"매주 월요일, 설/추석 당일, 공휴일 다음날",0,0,0,0,박인환 시인으로 대표되는 한국 모더니즘의 산실,인제읍터미널에서 도보 10분,033-462-8971,(재)인제군문화재단,2019-09-03,4330000,강원도 인제군
인제산촌민속박물관,공립,강원도 인제군 인제읍 인제로156번길 50,강원도 인제군 인제읍 상동리 415-1,38.0629033,128.1714019,033-462-2086,인제군문화재단,http://www.inje.go.kr/museum/main/index.htm,휴게공간,09:00,18:00,09:00,18:00,"매주 월요일, 설/추석 당일, 공휴일 다음날",0,0,0,0,제일산수 인제군의 산촌문화 보존 및 전시,인제읍터미널에서 도보 10분,033-462-8971,(재)인제군문화재단,2019-09-03,4330000,강원도 인제군
계룡산자연사박물관,사립,충청남도 공주시 반포면 임금봉길 49-25,충청남도 공주시 반포면 학봉리 511-1,36.3664008168,127.2448229666,042-825-4052,(재)청운문화재단,http://www.krnamu.or.kr.,"박물관, 주차장, 강당, 뮤지엄샵, 카페",10:00,18:00,10:00,18:00,매주 월요일,9000,6000,4000,"개인후원회원 및 기관회원 무료 / 단체할인, 경로할인, 장애인할인","공룡,미라,화석,동물,식물, 광물,보석 전시 / 공휴일 및 주말 매시간 전시해설(11:00~16:00)","시내버스 48, 303, 350",042-825-4052,(재)청운문화재단,2019-06-05,6440000,충청남도
충남역사박물관,공립,충청남도 공주시 국고개길 24,충청남도 공주시 중동 284-1,36.4530889753,127.1273867228,041-856-8608,충남역사박물관,http://www.cihc.or.kr/museum,"전시실, 교육실습실, 체험학습실",09:00,18:00,09:00,18:00,"1월 1일, 매주 월요일, 설날, 추석",0,0,0,없음,"국가지정 문화재 3건 65점, 도(道)지정 문화재 12건 61점을 비롯하여 총 37,000여점의 유물을 소장하고 있으며, 근현대 충남의 모습을 한 눈에 엿볼 수 있는 상설전시장 외에도 기증기탁 유물에 대한 특별전 등을 운영하고 있습니다.","시내버스 100,  108,  125,  200,  210,  212,  220,  230,  240,  250,  251,  264,  270,  580",041-856-8608,충남역사박물관,2019-06-05,6440000,충청남도
석장리박물관,공립,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.4479522117,127.1875895033,041-840-8924,공주시청,http://www.sjnmuseum.go.kr/,휴게실,09:00,18:00,09:00,18:00,"설날, 추석 당일",1300,800,600,"경로, 장애인, 공주시민 무료",한국 구석기 유적이 최초로 발견된 곳에 세워진 박물관으로 구석기시대의 정취를 한껏 느낄 수 있고 구석기와 관련된 다양한 교육체험프로그램 진행으로 가족단위의 관람객들이 방문하기에 최적의 장소입니다.,"시내버스302, 321, 570, 580",041-840-8924,충청남도 공주시청,2019-06-05,6440000,충청남도
임립미술관,사립,충청남도 공주시 계룡면 봉곡길 77-13,충청남도 공주시 계룡면 기산리 791-1,36.39645552,127.1405904,041-856-7749,임립미술관,http://www.limlipmuseum.org,"전시공간(5개의 전시실), 야외조각공원, 휴게실, 자료실, 대공연장, 호수와 산책로, 게스트하우스",09:00,18:00,09:00,18:00,매주 월요일,5000,3000,3000,"만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등 무료 / 예술인패스, 다둥이카드, 장애인,문화의 날(50) 할인","임립미술관은 화가이자 교육자인 임 립이 1996년에 설립하여 1800평 규모의 대지면적에 3개 전시동과 2개의 연수원동이 있습니다. 5개의 전시실과, 교육실, 작업장, 작가 레지던시 시설을 갖추고 있으며 그 외 호수와 산책로, 공연장, 야외조각공원 등의 부대시설을 가지고 있어서 다양한 미술전시와 음악, 연극 등 다양한 장르의 예술행사를 진행하는 지역주민의 휴식과 문화체험을 위한 복합문화공간입니다.","시내버스 280, 281, 310, 320",041-856-7749,임립미술관,2019-06-05,6440000,충청남도
공주민속극박물관,사립,충청남도 공주시 의당면 돌모루1길 40,충청남도 공주시 의당면 청룡리 357-2,36.5015314,127.1470666023,041-855-4933,공주민속극박물관,http://caf?.naver.com/dolmorootown,"기념품점, 식당",10:00,17:00,10:00,17:00,"매주 월요일, 설날, 추석 당일",3000,2500,2000,20인이상 단체,"충청남도 공주시 의당면 청룡리에 있는 사설 민속극 전문 박물관으로 민속학자 심우성 선생이 평생 수집한 민속 자료들을 전시하고, 각종 민속 공연, 출판 사업, 다양한 체험 프로그램을 운영하고 있습니다.","시내버스 540, 공주종합터미널에서 택시로 10분",041-855-4933,공주민속극박물관,2019-06-05,6440000,충청남도
리각미술관,사립,충청남도 천안시 동남구 태조산길 245,충청남도 천안시 동남구 유량동 4-1,36.8201561015,127.1862881588,070-4111-3463,리각미술관,http://ligak.co.kr/,,11:30,18:00,11:30,18:00,연중무휴,3000,1000,1000,없음,이종각 조각가의 예술정신을 엿볼 수 있는 현대미술관,"버스 51,52",070-4111-3463,리각미술관,2019-06-05,6440000,충청남도
천안예술의전당미술관,공립,충청남도 천안시 동남구 성남면 종합휴양지로 185,충청남도 천안시 동남구 성남면 용원리 710,36.7560472833,127.2258439223,041-901-6610,천안문화재단,http://www.cnac.or.kr/,,10:00,18:00,10:00,18:00,"매주 월요일, 1월 1일, 설날, 추석, 전시 준비기간",0,0,0,없음,천안시립미술관,경부고속도로 > 천안JC > 목천IC > 병천방면 우회전 > GS칼텍스 끼고 우회전 > 천안예술의전당/ 대중교통 401번,041-601-6610,천안문화재단,2019-06-05,6440000,충청남도
백석대학교 기독교박물관,대학,충청남도 천안시 동남구 문암로 76,충청남도 천안시 동남구 안서동 115,36.8413484242,127.1873754646,041-850-8733,백석대학교,http://community.bu.ac.kr/museum/,,10:00,17:00,09:00,18:00,"매주 토요일, 일요일",0,0,0,없음,"세계 고성경 및 고고유물, 기독교 미술, 교회사 등 관련 유물 전시 수집 보존하고 있음.",KTX역 천안방면 버스정류장에서 13번을 타서 백석대학교 앞에서 하차,041-850-8733,백석대학교,2019-06-05,6440000,충청남도
도계민화박물관,사립,충청남도 천안시 동남구 정골1길 73-9,충청남도 천안시 동남구 구성동 191-2,36.7927943495,127.1722265,041-551-6886,도계민화박물관,없음,없음,10:00,18:00,10:00,18:00,"매주 월요일, 설날 추석 당일",0,0,0,없음,전통 민화전시 및 체험,"버스 381, 382",041-551-6886,도계민화박물관,2019-06-05,6440000,충청남도
복권박물관,사립,충청남도 천안시 동남구 문암로 283,충청남도 천안시 동남구 안서동 3,36.8487248380,127.2017093163,02-2073-7755,KB국민은행,없음,없음,09:00,16:00,09:00,18:00,"매주 토요일, 일요일",0,0,0,없음,국내외 복권자료 전시,버스 700,02-2073-7755,KB국민은행,2019-06-05,6440000,충청남도
