"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","약국영업면적","인허가구분명","지정일자","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"3837","노벨약국","서울특별시 강남구 논현2동 111번지 13호","서울특별시 강남구 선릉로131길 8 13호 (논현동)","20110307","운영중","","","","","","135820","16.67","약국","20110307","544-5070","203560.57330600000  ","446499.90553000000  ","영업중"
"3838","화인약국","서울특별시 강남구 역삼동 826번지 24호 5층 일부","서울특별시 강남구 강남대로 372 5층 일부호 (역삼동)","20110401","운영중","","","","","","135935","25.7","약국","20110401","501-7712","202570.70439700000  ","444064.45941100000  ","영업중"
"3839","그린약국","서울특별시 강남구 신사동 584번지 2호 우진빌딩 1층 일부","서울특별시 강남구 논현로 835 1층 일부호 (신사동 우진빌딩)","20110418","운영중","","","","","","135892","7.16","약국","20110418","543-1275","202470.82845900000  ","447067.85279000000  ","영업중"
"3977","건강한약국","","서울특별시 종로구 종로 372 (숭인동)","20161017","운영중","","","","","","","41.4","약국","20161017","02-2231-8803","201665.03994100000  ","452681.39088300000  ","영업중"
"3840","양재온누리약국","서울특별시 강남구 도곡1동 953번지 11호 송암메디칼 101호","서울특별시 강남구 강남대로 238 101호 (도곡동 송암메디칼)","20110615","운영중","","","","","","135860","23.9","약국","20110615","3461-7288","203074.02789400000  ","442836.16575000000  ","영업중"
"3841","다현약국","서울특별시 강남구 신사동 612번지 2호 1층 2호","서울특별시 강남구 언주로167길 46 1층 2호 (신사동)","20110701","운영중","","","","","","","34.36","약국","20110701","543-3188","202598.08238300000  ","447457.50148400000  ","영업중"
"3842","동아약국","서울특별시 강남구 역삼동 837번지 13호 107호","서울특별시 강남구 강남대로66길 14 107호 (역삼동)","20110707","운영중","","","","","","","33","약국","20110707","539-7030","202828.63505400000  ","443580.67605600000  ","영업중"
"3843","미네랄약국","서울특별시 강남구 논현2동 241번지 3호 SK허브빌딩 308-1호","서울특별시 강남구 학동로 342 308-1호 (논현동 SK허브빌딩)","20110822","운영중","","","","","","135830","38.38","약국","20110822","545-3404","203610.59626800000  ","446364.61109700000  ","영업중"
"3844","수진약국","서울특별시 강남구 대치동 511번지 한보미도종합상가 119호","서울특별시 강남구 삼성로 150 119호 (대치동 한보미도종합상가)","20111004","운영중","","","","","","135775","16","약국","20111004","554-4691","206155.52145600000  ","444031.00884400000  ","영업중"
"3845","웰약국","서울특별시 강남구 역삼동 815번지 점프밀라노 101호","서울특별시 강남구 강남대로 432 101호 (역삼동 점프밀라노)","20111114","운영중","","","","","","135931","10.8","약국","20111114","6440-5656","202356.12987900000  ","444646.21950000000  ","영업중"
"3846","강남조은약국","서울특별시 강남구 도곡동 914번지 2호 호림빌딩 102호","서울특별시 강남구 남부순환로 2633 102호 (도곡동 호림빌딩)","20111121","운영중","","","","","","135859","28.47","약국","20111121","571-9515","203340.71428800000  ","442880.78102700000  ","영업중"
"3847","삼성하나약국","서울특별시 강남구 삼성동 158번지 16호 1층 일부","서울특별시 강남구 테헤란로 509 1층 일부호 (삼성동)","20111213","운영중","","","","","","135880","18.59","약국","20111213","569-4130","205146.32727500000  ","445369.25328600000  ","영업중"
"3848","논현연세약국","서울특별시 강남구 논현동 169번지 1층 일부","서울특별시 강남구 강남대로122길 50 1층 일부호 (논현동)","20111226","운영중","","","","","","135824","15.81","약국","20111226","3446-2273","202393.75885200000  ","445493.56988800000  ","영업중"
"3849","코스모스약국","서울특별시 강남구 신사동 502번지 5호 뮤직메트로빌딩 1층 일부","서울특별시 강남구 강남대로 626 (신사동 뮤직메트로빌딩 1층 일부)","20120117","운영중","","","","","","135887","12","약국","20120117","515-3555","201729.97090500000  ","446468.92268100000  ","영업중"
"3850","왕성약국","서울특별시 강남구 논현동 121번지","서울특별시 강남구 학동로 106 (논현동)","19870507","운영중","","","","","","","30.4","약국","19870507","547-4561","202007.03621800000  ","445750.08407200000  ","영업중"
"3851","진선약국","서울특별시 강남구 대치동 897번지","서울특별시 강남구 선릉로 424 (대치동)","19870512","운영중","","","","","","","16.34","약국","19870512","567-0429","204426.85309100000  ","444828.28571200000  ","영업중"
"3852","강남보선약국","서울특별시 강남구 대치동 990번지 삼성상가 107호","서울특별시 강남구 도곡로 516 107호 (대치동 삼성상가)","19871203","운영중","","","","","","","25.5","약국","19871203","568-2310","205569.79076500000  ","444415.12233100000  ","영업중"
"3853","유진약국","서울특별시 강남구 역삼동 773번지 8호","서울특별시 강남구 언주로 323 (역삼동)","19880819","운영중","","","","","","","35.96","약국","19880819","562-3923","203988.09070400000  ","444143.90638200000  ","영업중"
"3854","봄약국","서울특별시 강남구 압구정동 454번지 신사시장 A동 109호","서울특별시 강남구 압구정로29길 72-1 A동 109호 (압구정동 신사시장)","19880901","운영중","","","","","","135903","0","약국","19880901","543-2251","202510.40556300000  ","448088.05141000000  ","영업중"
"3855","기쁨약국","서울특별시 강남구 개포4동 1217번지","서울특별시 강남구 개포로 228 (개포동)","19880930","운영중","","","","","","135962","20.4","약국","19880930","574-1087","204220.64866800000  ","442137.23798900000  ","영업중"
"3856","보람약국","서울특별시 강남구 청담동 124번지 19호 진원빌딩 101호","서울특별시 강남구 도산대로 519 101호 (청담동 진원빌딩)","19881115","운영중","","","","","","","0","약국","19881115","542-7852","204424.20562800000  ","447272.97669600000  ","영업중"
"3857","새생명약국","서울특별시 강남구 청담동 50번지 2호","서울특별시 강남구 도산대로 522 (청담동)","19890601","운영중","","","","","","135952","25.55","약국","19890601","512-3389","204434.59898500000  ","447199.65163900000  ","영업중"
"3858","장생당약국","서울특별시 강남구 대치2동 943번지 16호","서울특별시 강남구 테헤란로84길 17 (대치동)","19890909","운영중","","","","","","135845","0","약국","19890909","558-5476","205211.64828900000  ","445181.63598900000  ","영업중"
"3859","상록약국","서울특별시 강남구 역삼1동 701번지 상록회관 내","서울특별시 강남구 언주로 508 (역삼동 상록회관내)","19900322","운영중","","","","","","135706","0","약국","19900322","563-6625","203794.12829800000  ","444945.17261300000  ","영업중"
"3860","호산나약국","서울특별시 강남구 신사동 617번지 5호","서울특별시 강남구 언주로 871 (신사동 호산병원)","19990423","운영중","","","","","","","0","약국","19990423","543-6965","202948.22973800000  ","447675.29501200000  ","영업중"
"3861","신혜성약국","서울특별시 강남구 역삼동 747번지 26호 1층 일부","서울특별시 강남구 논현로 409 1층 일부호 (역삼동)","19990628","운영중","","","","","","135925","36.74","약국","19990628","558-6338~9","203413.01228900000  ","444118.75910500000  ","영업중"
"3862","종원약국","서울특별시 강남구 논현동 185번지","서울특별시 강남구 강남대로118길 38 (논현동)","19901004","운영중","","","","","","","0","약국","19901004","548-8969","202323.52487000000  ","445283.73522700000  ","영업중"
"3863","중앙약국","서울특별시 강남구 신사동 665번지 6호 1층 5호","서울특별시 강남구 선릉로 815 1층 5호 (신사동 신한양빌딩)","19910226","운영중","","","","","","","33.66","약국","19910226","542-6354","203476.40884200000  ","447264.64215200000  ","영업중"
"3864","해성약국","서울특별시 강남구 대치동 942번지 지하","서울특별시 강남구 테헤란로 504 지하층 (대치동 해성빌딩)","19920415","운영중","","","","","","","0","약국","19920415","528-3528","205070.47635400000  ","445241.16189400000  ","영업중"
"3865","국송약국","서울특별시 강남구 수서동 707번지 주공A1단지상가 108호","서울특별시 강남구 광평로51길 49 108호 (수서동 주공A1단지상가)","19921217","운영중","","","","","","135783","0","약국","19921217","459-1445","209009.68751900000  ","443636.06829700000  ","영업중"
"3866","제일그랜드약국","서울특별시 강남구 논현1동 200번지","서울특별시 강남구 강남대로 478 (논현동)","19990908","운영중","","","","","","135545","222.97","약국","19990908","546-0093","202181.26194800000  ","445071.14386900000  ","영업중"
"3867","일원시장약국","서울특별시 강남구 일원동 643번지 5호","서울특별시 강남구 양재대로55길 19 (일원동)","19991008","운영중","","","","","","","0","약국","19991008","459-4465459-4470","207724.63671700000  ","443631.62994800000  ","영업중"
"3868","동양약국","서울특별시 강남구 자곡동 651번지 109-2호","서울특별시 강남구 자곡로 180 109-2호 (자곡동)","19991014","운영중","","","","","","","24.15","약국","19991014","02-445-7506","209128.16737800000  ","441587.30417600000  ","영업중"
"3869","개포종로온누리약국","서울특별시 강남구 개포동 168번지 8호 1층","서울특별시 강남구 선릉로 42 1층 (개포동)","19991101","운영중","","","","","","135802","48.35","약국","19991101","575-2485","205310.06316600000  ","442661.89061200000  ","영업중"
"3870","오렌지약국","서울특별시 강남구 논현동 4번지 1호 대영빌딩 1층 일부","서울특별시 강남구 도산대로 124 1층 일부호 (논현동)","20000202","운영중","","","","","","135811","0","약국","20000202","518-2022","201985.83738900000  ","446381.46798100000  ","영업중"
"3871","아로마약국","서울특별시 강남구 역삼동 732번지 21호","서울특별시 강남구 역삼로 243 1층 (역삼동 델타빌딩)","20000304","운영중","","","","","","","0","약국","20000304","508-6064","203786.32363300000  ","444267.03323400000  ","영업중"
"3872","강남소화약국","서울특별시 강남구 삼성동 166번지 6호","서울특별시 강남구 봉은사로114길 42 (삼성동)","20000630","운영중","","","","","","","0","약국","20000630","556-8357556-8565","205775.65219600000  ","445856.61174500000  ","영업중"
"3873","영림약국","서울특별시 동대문구 휘경동 254번지","서울특별시 동대문구 망우로21길 16 1층 (휘경동)","20160201","운영중","","","","","","","42.3","약국","20160201","2245-9388","205502.41833700000  ","454551.85277400000  ","영업중"
"3874","미션약국","서울특별시 노원구 상계동 651번지 6호 백산빌딩 102호","서울특별시 노원구 동일로 1533 102호 (상계동 백산빌딩)","20160314","운영중","","","","","","","21.6","약국","20160314","930-4785","205050.87367100000  ","462859.25897600000  ","영업중"
"3875","모래내백화점약국","서울특별시 서대문구 남가좌동 295번지 9호","서울특별시 서대문구 수색로 38 1층 (남가좌동)","20160411","운영중","","","","","","","99.38","약국","20160411","023050264","192444.96522700000  ","452255.42254000000  ","영업중"
"3876","늘푸른약국","서울특별시 성북구 석관동 332번지 577호","서울특별시 성북구 돌곶이로 25 (석관동 씨티홈)","20170320","운영중","","","","","","","27.46","약국","20170320","02-969-0566","205389.41781500000  ","456343.34612500000  ","영업중"
"3877","경희우리약국","서울특별시 동대문구 회기동 39번지 4호 1층지층","서울특별시 동대문구 경희대로 21 1층지층 (회기동)","20180212","운영중","","","","","","","68.8","약국","20180212","02-963-8114","204636.23965800000  ","454888.50217700000  ","영업중"
"3878","조은약국","서울특별시 동대문구 제기동 1115번지 12호 1층","서울특별시 동대문구 약령중앙로4길 4 1층 (제기동)","20180212","운영중","","","","","","","13.8","약국","20180212","02-0560","203289.78008900000  ","453358.37672500000  ","영업중"
"3879","봄봄약국","서울특별시 강동구 길동 94번지","서울특별시 강동구 명일로 248 1층 (길동)","20180316","운영중","","","","","","","43","약국","20180316","02-477-4670","213016.94595300000  ","449042.59990700000  ","영업중"
"3880","라임약국","서울특별시 서초구 반포동 52번지 8호","서울특별시 서초구 서초중앙로 229 1층 (반포동)","20180402","운영중","","","","","","","31.56","약국","20180402","02-554-1390","201005.22037300000  ","444739.06071400000  ","영업중"
"3881","스마트온누리약국","서울특별시 서초구 서초동 1330번지 20호 강남애니타워","서울특별시 서초구 강남대로53길 7 강남애니타워 101호 (서초동)","20180402","운영중","","","","","","","40.92","약국","20180402","02-523-0365","202499.10449100000  ","443867.90595400000  ","영업중"
"3882","새목동약국","서울특별시 양천구 목동 908번지 29호 하이베라스 108호","서울특별시 양천구 목동서로 37 (목동 하이베라스)","20160510","운영중","","","","","","","38.22","약국","20160510","2645-3727","189542.01242400000  ","448670.24267800000  ","영업중"
"3883","금빛약국","서울특별시 도봉구 창동 569번지 85호 1층","서울특별시 도봉구 덕릉로 238 1층 (창동)","20160516","운영중","","","","","","","28.88","약국","20160516","02-903-6479","203411.59212500000  ","459929.39203200000  ","영업중"
"3884","국기원약국","서울특별시 강남구 역삼동 649번지 14호 2층","서울특별시 강남구 테헤란로 119 2층 (역삼동 대호빌딩)","20160516","운영중","","","","","","","38.59","약국","20160516","565-2131","202710.51452200000  ","444428.55403600000  ","영업중"
"3885","한마음약국","","서울특별시 영등포구 국제금융로2길 37 3층 306-1호 (여의도동 에스트레뉴)","20160518","운영중","","","","","","","36.11","약국","20160518","","193306.96853300000  ","447053.43700800000  ","영업중"
"3886","신사굿약국","서울특별시 강남구 논현동 3번지 2호 1층","서울특별시 강남구 도산대로 120 1층 (논현동 청호빌딩)","20160518","운영중","","","","","","","89.51","약국","20160518","541-9165","201934.08411100000  ","446361.53638800000  ","영업중"
"3887","다정약국","서울특별시 성북구 정릉동 170번지 29호","서울특별시 성북구 서경로 27 1층 (정릉동 예닮빌딩)","20160520","운영중","","","","","","","64.6","약국","20160520","02-915-3588","201312.30529000000  ","456297.38673900000  ","영업중"
"3888","연신종로약국","서울특별시 은평구 불광동 353번지 66호","서울특별시 은평구 연서로32길 3 (불광동 남재빌딩)","20160530","운영중","","","","","","03349 ","158.96","약국","20160530","359-4341","193374.84800500000  ","457865.62152200000  ","영업중"
"3889","임약국","서울특별시 관악구 신림동 86번지 3호","서울특별시 관악구 신림로 318 6층 (신림동 청암두산위브센티움)","20160601","운영중","","","","","","","81.17","약국","20160601","885-6030","193831.17073000000  ","442572.50445800000  ","영업중"
"3890","구로프라자약국","서울특별시 구로구 개봉동 403번지 157호","서울특별시 구로구 개봉로 32 (개봉동)","20160601","운영중","","","","","","","39.81","약국","20160601","2613-6044","187304.88597400000  ","443234.50752300000  ","영업중"
"3891","장미미소약국","서울특별시 송파구 신천동 7번지","서울특별시 송파구 올림픽로35길 112 제2동 3층 20호 (신천동 장미아파트 비상가)","20160607","운영중","","","","","","","36.58","약국","20160607","412-4962","208999.81371800000  ","446493.74946600000  ","영업중"
"3892","드림약국","서울특별시 노원구 상계동 1132번지 59호 제성빌딩","서울특별시 노원구 동일로 1677 1층 (상계동 제성빌딩)","20160609","운영중","","","","","","","26.76","약국","20160609","937-0400","204849.05426300000  ","464281.96983400000  ","영업중"
"3893","연약국","서울특별시 강남구 대치동 1002번지 지하1층","서울특별시 강남구 영동대로 416 지하1층 (대치동 케이티앤지 타워)","20160622","운영중","","","","","","","17.3","약국","20160622","554-8199","205776.03361500000  ","445236.88232800000  ","영업중"
"3894","한결약국","서울특별시 양천구 목동 405번지 25호","서울특별시 양천구 오목로 344 (목동 청학빌딩)","20160706","운영중","","","","","","","31.48","약국","20160706","","188988.26446600000  ","447183.30830100000  ","영업중"
"3895","꿈꾸는약국","서울특별시 동작구 노량진동 54번지 11호 드림타워 B001호","서울특별시 동작구 장승배기로 168 B001호 (노량진동)","20160711","운영중","","","","","","","35.9","약국","20160711","02-821-6500","194759.72882600000  ","445912.38837700000  ","영업중"
"3896","치료의빛예은약국","서울특별시 광진구 자양동 250번지 21호","서울특별시 광진구 동일로 74 (자양동)","20160418","운영중","","","","","","","25.5","약국","20160418","02-388-9633","205538.90633500000  ","448864.86369100000  ","영업중"
"3897","베네시티약국","서울특별시 강동구 천호동 425번지 5호 대우한강베네시티","서울특별시 강동구 올림픽로 664 3층 342343호 (천호동 대우한강베네시티)","20160601","운영중","","","","","","","40.2","약국","20160601","02-420-8181","211045.08814400000  ","449012.59724000000  ","영업중"
"3898","삼화약국","서울특별시 동대문구 청량리동 264번지","서울특별시 동대문구 왕산로 207 1층 (청량리동)","20160601","운영중","","","","","","","39.9","약국","20160601","962-5324","204043.56227100000  ","453479.80758600000  ","영업중"
"3899","메디칼하늘약국","서울특별시 강남구 도곡동 957번지 14호 1층","서울특별시 강남구 남부순환로 2609 1층 (도곡동 하늘빌딩)","20160829","운영중","","","","","","","24.48","약국","20160829","562-9972","203104.01703500000  ","442835.78611600000  ","영업중"
"3900","센트럴약국","서울특별시 강남구 논현동 235번지 10호 1층","서울특별시 강남구 봉은사로 211 1층 (논현동 그림바우빌딩)","20160829","운영중","","","","","","","60.64","약국","20160829","549-1210","203112.40962900000  ","445390.42210600000  ","영업중"
"3901","따뜻한약국","서울특별시 종로구 종로1가 24번지","서울특별시 종로구 종로 19 3층 304-1호 (종로1가 르메이에르종로타운)","20161031","운영중","","","","","","","25.6","약국","20161031","02-2075-7333","198226.41891500000  ","452367.18397000000  ","영업중"
"3902","오렌지약국","서울특별시 중구 을지로2가 203번지","서울특별시 중구 을지로 100 지하1층 (을지로2가 파인에비뉴)","20161202","운영중","","","","","","","49.56","약국","20161202","02-6031-0024","199006.76038400000  ","451805.84560300000  ","영업중"
"3903","행복주는약국","서울특별시 송파구 방이동 51번지 2호 청호빌딩","서울특별시 송파구 백제고분로 501 청호빌딩 지하1층 10호 (방이동)","20170117","운영중","","","","","","","21.45","약국","20170117","02-408-9313","210149.13766900000  ","446185.15640400000  ","영업중"
"3904","미소온누리약국","서울특별시 관악구 신림동 1475번지 6호","서울특별시 관악구 난곡로 295 1층 (신림동)","20170119","운영중","","","","","","","25.92","약국","20170119","02-838-8868","192439.43967400000  ","442328.00781300000  ","영업중"
"3905","뉴우리약국","서울특별시 광진구 화양동 7번지 2호","서울특별시 광진구 아차산로 237 5층 502호 (화양동 삼진빌딩)","20170313","운영중","","","","","","","26.1","약국","20170313","02)2205-3366","206164.10223600000  ","449001.24029800000  ","영업중"
"3906","강남호랑이한약국","서울특별시 서초구 서초동 1330번지 11호 금성상가 105호","서울특별시 서초구 서초대로78길 56 105호 (서초동 금성상가)","20160509","운영중","","","","","","","31.68","한약국","20160509","585-5262","202560.51670300000  ","443724.06265000000  ","영업중"
"3907","중앙약국","서울특별시 노원구 상계동 389번지 760호 대명빌딩","서울특별시 노원구 상계로27길 32 105호 106호 (상계동 대명빌딩)","20160516","운영중","","","","","","","65.67","약국","20160516","977-7774","206164.51588600000  ","462260.16207100000  ","영업중"
"3908","윤약국","서울특별시 서대문구 남가좌동 102번지 29호","서울특별시 서대문구 수색로2길 16-1 (남가좌동)","20160518","운영중","","","","","","","13.26","약국","20160518","02-306-9212","192602.15115000000  ","452230.80038100000  ","영업중"
"3909","원약국","서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1070호 일부","서울특별시 마포구 월드컵북로 396 B1070호 (상암동 누리꿈스퀘어)","20160601","운영중","","","","","","","37.85","약국","20160601","2132-8077","190312.03764900000  ","453326.84950600000  ","영업중"
"3910","선릉수정약국","서울특별시 강남구 삼성동 141번지 19호 1층","서울특별시 강남구 선릉로 510 1층 (삼성동 오성빌딩)","20160601","운영중","","","","","","","65.3","약국","20160601","558-8025","204328.06902300000  ","445079.13392000000  ","영업중"
"3911","다올약국","서울특별시 중랑구 망우동 460번지 27호 1층","서울특별시 중랑구 봉우재로 232 1층 (망우동 현문학원)","20160602","운영중","","","","","","","46","약국","20160602","02-433-7582","208708.82654600000  ","455063.79987900000  ","영업중"
"3912","남대문약국","","서울특별시 금천구 독산로40길 25 (시흥동)","20160610","운영중","","","","","","","42.2","약국","20160610","808-7330","191678.95917900000  ","440110.51988600000  ","영업중"
"3913","메디팜사랑약국","서울특별시 강서구 화곡동 1073번지 8호","서울특별시 강서구 화곡로 138 1층 (화곡동)","20160616","운영중","","","","","","","25.4","약국","20160616","2606-0053","185604.83753600000  ","449005.23022900000  ","영업중"
"3914","용산약국","서울특별시 용산구 한강로2가 191번지","서울특별시 용산구 한강대로 92 지층 (한강로2가 LS용산타워)","20160701","운영중","","","","","","","33","약국","20160701","","197156.29133700000  ","447631.77974100000  ","영업중"
"3915","아이사랑태평양약국","","서울특별시 구로구 새말로 15 (구로동 삼전솔하임)","20160701","운영중","","","","","","","70.47","약국","20160701","853-3001","189607.83741200000  ","444753.20701100000  ","영업중"
"3916","명문약국","서울특별시 종로구 무악동 37번지 1호 1층","서울특별시 종로구 통일로 254 1층 (무악동)","20160711","운영중","","","","","","","69.8","약국","20160711","02-737-1543","196262.96069100000  ","452821.42432700000  ","영업중"
"3917","한울약국","","서울특별시 중랑구 망우로 353 지하1층 (상봉동 상봉 프레미어스 엠코)","20160711","운영중","","","","","","","23.1","한약국","20160711","02-432-6745","208091.26916700000  ","455421.82657500000  ","영업중"
"3918","이화사랑약국","서울특별시 서대문구 북가좌동 487번지","서울특별시 서대문구 수색로 56 3층 309-1호 (북가좌동 성공타워1)","20160715","운영중","","","","","","","21.36","약국","20160715","023758800","192226              ","452047              ","영업중"
"3919","서울예일약국","서울특별시 강남구 대치동 604번지 204호","서울특별시 강남구 남부순환로 2933 204호 (대치동 대치상가)","20160801","운영중","","","","","","","33.2","약국","20160801","492-0585","205397.99839600000  ","443832.01062800000  ","영업중"
"3920","이대행복한 약국","서울특별시 서대문구 대현동 56번지 74호","서울특별시 서대문구 이화여대길 33 (대현동)","20160803","운영중","","","","","","","11.5","한약국","20160803","02-873-8881","195195.46569200000  ","450993.91591500000  ","영업중"
"3921","가족건강약국","서울특별시 동작구 대방동 23번지 117호 101호","서울특별시 동작구 등용로 115 101호 (대방동 엘리시아빌딩)","20160809","운영중","","","","","","","62.67","약국","20160809","02-822-9095","193973.45268100000  ","445778.31171200000  ","영업중"
"4006","늘푸른약국","","서울특별시 강동구 풍성로 214 102호 (성내동 동양빌딩)","20161219","운영중","","","","","","","63.7","약국","20161219","484-9225","211961.05560400000  ","447730.05693300000  ","영업중"
"3922","정약국","서울특별시 마포구 도화동 563번지 112호","서울특별시 마포구 마포대로 68 1층 112호 (도화동 마포아크로타워)","20160810","운영중","","","","","","","30.16","약국","20160810","","195489.39170600000  ","449092.62310400000  ","영업중"
"3923","진약국","서울특별시 마포구 신수동 448번지 6호 203호","서울특별시 마포구 토정로 222 203호 (신수동 한국출판협동조합)","20160810","운영중","","","","","","","44.98","약국","20160810","","194300.70047700000  ","449462.07606200000  ","영업중"
"3924","다은약국","서울특별시 동작구 노량진동 309번지 38호","서울특별시 동작구 장승배기로20길 2 (노량진동)","20160204","운영중","","","","","","","25.36","약국","20160204","02-815-0506","194733.19242500000  ","445420.01934600000  ","영업중"
"3925","온누리대웅약국","서울특별시 송파구 마천동 308번지 38호","서울특별시 송파구 마천로 345 1층 (마천동)","20161004","운영중","","","","","","","45.45","약국","20161004","852-2999","213508.28454700000  ","443737.20918800000  ","영업중"
"3926","알파약국","서울특별시 중구 황학동 1781번지","서울특별시 중구 마장로9길 34 1층 (황학동)","20161213","운영중","","","","","","","73.5","한약국","20161213","02-2277-3400","201744.52327200000  ","452264.03921800000  ","영업중"
"3927","미플러스약국","서울특별시 강남구 논현동 17번지 4호 지하1층","서울특별시 강남구 강남대로 598 지하1층 (논현동 보림빌딩)","20161229","운영중","","","","","","","30.85","약국","20161229","517-2513","201800.27094400000  ","446190.76704900000  ","영업중"
"3928","테라약국","서울특별시 송파구 문정동 651번지 문정역테라타워","서울특별시 송파구 송파대로 167 문정역테라타워 A동 A216호 (문정동)","20170126","운영중","","","","","","","67.35","약국","20170126","02-2054-3869","210749              ","442560              ","영업중"
"3929","큰길약국","서울특별시 강남구 역삼동 826번지 23호 지하1층","서울특별시 강남구 강남대로 370 지하1층 (역삼동)","20170131","운영중","","","","","","","99.2","약국","20170131","553-1517","202583.85658800000  ","444045.01491700000  ","영업중"
"3930","서보약국","서울특별시 동작구 흑석동 86번지 115호","서울특별시 동작구 서달로8길 4 (흑석동)","20170306","운영중","","","","","","","53.35","약국","20170306","02-812-5399","196581.72995000000  ","445186.62721200000  ","영업중"
"3931","팜프라자약국","","서울특별시 구로구 디지털로 300 지하1층 16호 (구로동 지밸리비즈플라자)","20170601","운영중","","","","","","","34.02","약국","20170601","02-6344-3990","190849.49387600000  ","442836.25513000000  ","영업중"
"3932","청춘약국","서울특별시 도봉구 도봉동 62번지 40호 1층 101호","서울특별시 도봉구 도봉로180길 46 1층 101호 (도봉동)","20170608","운영중","","","","","","","79.3","약국","20170608","02-954-7131","204155              ","464438              ","영업중"
"3933","원약국","서울특별시 동대문구 용두동 786번지 삼성화재청량리사옥","서울특별시 동대문구 왕산로 168 1층 (용두동)","20171101","운영중","","","","","","","36.2","약국","20171101","959-6467","203726.33388000000  ","453251.96654200000  ","영업중"
"3934","에이스약국","서울특별시 중랑구 면목동 191번지 87호 성경빌딩","서울특별시 중랑구 봉우재로1길 3 성경빌딩 2층 (면목동)","20171226","운영중","","","","","","","55.14","약국","20171226","02-000-0000","206533.85366100000  ","454454.18201600000  ","영업중"
"3935","명동명약국","서울특별시 중구 소공동 28번지 태양빌딩","서울특별시 중구 남대문로7길 11 태양빌딩 1층 (소공동)","20180222","운영중","","","","","","","19.08","한약국","20180222","02-779-5395","198343.40958400000  ","451573.00736900000  ","영업중"
"3936","도곡타워약국","서울특별시 강남구 도곡동 467번지 7호 B1층  101동 24A호","서울특별시 강남구 언주로30길 21 B1층 101-24A호 (도곡동 아카데미스위트)","20180228","운영중","","","","","","","109.1","약국","20180228","02-529-2916","204513              ","442932              ","영업중"
"3937","아이파크약국","서울특별시 강동구 고덕동 499번지 고덕아이파크","서울특별시 강동구 동남로79길 26 상가동 101호 (고덕동 고덕아이파크)","20180326","운영중","","","","","","","28.98","약국","20180326","481-9588","213800.39416600000  ","451199.31451400000  ","영업중"
"3938","봉천미래약국","서울특별시 관악구 봉천동 926번지 33호","서울특별시 관악구 남부순환로 1733 2층 (봉천동)","20180410","운영중","","","","","","","27.4","약국","20180410","","194937.34711400000  ","442585.42319000000  ","영업중"
"3939","피나팜맑은약국","서울특별시 송파구 문정동 642번지 송파 테라타워2","서울특별시 송파구 송파대로 201 송파 테라타워2 B동 144호 (문정동)","20180412","운영중","","","","","","","35.57","약국","20180412","02-3402-1982","210627              ","442875              ","영업중"
"3940","1층호약국","서울특별시 노원구 중계동 584번지 1호 삼창타워프라자 1층일부","서울특별시 노원구 한글비석로 383 1층 일부호 (중계동 삼창타워프라자)","20160712","운영중","","","","","","","59","약국","20160712","933-9487","206447.97790000000  ","462166.23257400000  ","영업중"
"3941","허브약국","서울특별시 성북구 정릉동 778번지 6호","서울특별시 성북구 보국문로 160 1층 (정릉동)","20160715","운영중","","","","","","","22.37","약국","20160715","02-913-6786","200319.17115900000  ","457479.96953400000  ","영업중"
"3942","밝은약국","서울특별시 중구 흥인동 86번지 리마크빌 동대문 1층 102호","서울특별시 중구 다산로 258 1층 102호 (흥인동)","20160726","운영중","","","","","","","60.84","약국","20160726","02-2231-7568","201461.65400200000  ","451817.98637500000  ","영업중"
"3943","신풍시장약국","","서울특별시 영등포구 가마산로 433-1 1층 1호 (신길동 SG메디피움)","20160726","운영중","","","","","","","36.5","약국","20160726","02-834-0621","191572.88613900000  ","445080.41554300000  ","영업중"
"3944","청수약국","서울특별시 동대문구 용두동 100번지 1호","서울특별시 동대문구 천호대로25길 81 1층 103호 (용두동 랜드마크타워1)","20160727","운영중","","","","","","","22","약국","20160727","3493-6912","202999.35030000000  ","453140.89097100000  ","영업중"
"3945","숙명온누리약국","서울특별시 용산구 청파동2가 63번지 5호","서울특별시 용산구 청파로47길 66 (청파동2가 중하빌딩)","20160729","운영중","","","","","","","36.66","약국","20160729","02-717-6415","197063.44887900000  ","449506.55961800000  ","영업중"
"3946","금호프라자약국","서울특별시 성동구 금호동4가 548번지 1호 1층","서울특별시 성동구 독서당로 302 1층 (금호동4가)","20160808","운영중","","","","","","","105.92","약국","20160808","2291-5450","202008.70841900000  ","449815.32062500000  ","영업중"
"3947","태정온누리약국","서울특별시 은평구 진관동 70번지 108109호","서울특별시 은평구 진관2로 15-46 108109호 (진관동 메트로프라자)","20160809","운영중","","","","","","","119.9","약국","20160809","357-0263","192771              ","459597              ","영업중"
"3948","경희자연한약국","서울특별시 양천구 목동 923번지","서울특별시 양천구 목동서로 213 (목동 세신비젼프라자)","20160811","운영중","","","","","","","41.61","한약국","20160811","6346-2882","188563.43208000000  ","447621.51015800000  ","영업중"
